,Chr,Gene_length,Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,Brain - Cortex_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,Cervix - Endocervix_GTExTPM,Colon - Sigmoid_GTExTPM,Colon - Transverse_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,Esophagus - Mucosa_GTExTPM,Esophagus - Muscularis_GTExTPM,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Heart - Left Ventricle_GTExTPM,Kidney - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Minor Salivary Gland_GTExTPM,Muscle - Skeletal_GTExTPM,Nerve - Tibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,opentargets_association_score,pharmgkb_drugged_gene,DGIdb_interaction_group_score,HIPred,SDI,pLI,O_GlcNAc_Score,RVIS_Score,IPA_BP
Testis_GTExTPM,0.05825232403284069,0.02622902588972044,0.6524185754599652,0.6490154543925261,0.6914075631815977,0.6605591030158494,0.6629976871580568,0.661814412615132,0.6770193615620058,0.6295097972023805,0.6182552246598444,0.6310359064061001,0.624251492086198,0.6255818326494156,0.6216772682546613,0.6115840089261733,0.6344257489995799,0.6399163426580414,0.6302978538020991,0.6312792356885341,0.6452716934769903,0.6411215311347079,0.6641778153586053,0.6724266389850745,0.6315065431394299,0.6840263627192288,0.6879058661698488,0.6762659683821135,0.6487215803826403,0.6768758978978843,0.6347764138161807,0.6767958484260725,0.689210483825758,0.6579462023918234,0.6604437309100654,0.6454808589046116,0.6551300050679323,0.5984914936311526,0.6291951932235762,0.6488571863178104,0.6501290747543876,0.6675268276580236,0.7019620497543863,0.6602378188700244,0.6968312389349414,0.6820019262699102,0.6308651764560325,0.6268554158252596,0.6332936265586847,0.6306836133970448,0.6674350778004534,1.0,0.6745018676233595,0.6859642066592682,0.6482638500355451,0.5857884307025818,0.006778169571270005,,-0.018962205522911408,0.284141415381255,0.19884852087870075,0.19188906113667636,0.0008858619122459559,-0.19925886766409753,-0.06381798904306478
Thyroid_GTExTPM,0.03399035560460887,0.0818838933418965,0.9182357592019331,0.9210469952007991,0.8999049953831063,0.9108932941868269,0.9217264695653108,0.9070618518805482,0.9276379294567765,0.7882656688387809,0.7666241010303131,0.788895702577274,0.752894390229515,0.759250792780551,0.7664899333651722,0.7514462094951464,0.7924318757675521,0.7919458065770387,0.7747350066322491,0.7942388592630635,0.8243961830030159,0.8187454128259608,0.9386961188928047,0.8490905312732703,0.7614002472068846,0.9226460106002873,0.9278188442433539,0.9092960670551632,0.899438318939505,0.9193063655693934,0.8626895425838691,0.9156496308429207,0.9330391277456155,0.8957745847894489,0.8841780439313991,0.9004969012173188,0.9114162979921934,0.8189730814178878,0.9185104436114944,0.9147925689413923,0.8461867351109332,0.910903537070933,0.9039101595018978,0.8906805739990155,0.8776245848454448,0.9332280036748516,0.8612829082374688,0.8621898630044169,0.8848259472955393,0.8600342428457669,0.915268489609536,0.6745018676233595,1.0,0.9197738144773322,0.9030074310847247,0.7659115417720803,-0.06959514522080715,,0.007817287846011312,0.39466635107629683,0.2717414283325939,0.24476742430445703,0.048865499536463644,-0.2721396509934958,0.008870944550445814
Uterus_GTExTPM,0.022259344124358368,0.09061517537102705,0.9424018910430452,0.93978558074189,0.90875611660983,0.9469436780880309,0.954064204279461,0.9494328129704256,0.963889519202992,0.8002186822321617,0.7791149153527989,0.7987123801625953,0.7710430370076681,0.775393785370759,0.7781128297536306,0.7649390752652947,0.803948000310972,0.8020076355063346,0.7849475772476839,0.8034827823710468,0.837168221948695,0.8270930124534742,0.9448811316897323,0.8830670131984228,0.7636306648767135,0.9813468033085603,0.9845960102776508,0.9595964196583099,0.9065870371063948,0.964166663849249,0.850277252591799,0.9604295152234602,0.9796821793990983,0.9130154342259263,0.9016967945084374,0.8709199739674317,0.8823667217708872,0.7985210431046876,0.9050916227175433,0.8870023851120488,0.8661120984536839,0.9339799753147985,0.9529837408118752,0.8634453443538156,0.8655178430715111,0.9390440855560493,0.8510647008308981,0.8535821335619607,0.8800042043268133,0.8625221459909702,0.9000381186458546,0.6859642066592682,0.9197738144773322,1.0,0.9219664143823666,0.7614216583457437,-0.047273793987159696,,-0.0024387760963542407,0.42187845332029006,0.2738306249298347,0.2766490331843723,0.06005060379661143,-0.294299913880126,0.021643507541012966
Vagina_GTExTPM,0.023832970512757047,0.06046301399260362,0.9058855134013718,0.908116304879608,0.8748503849844537,0.8997884606455516,0.908865551081137,0.8976404540745745,0.9385343625552333,0.7557172321883763,0.7336791269575368,0.7540822676063743,0.7243253584234198,0.7301108761731767,0.7332051548633689,0.7194172582218364,0.7596332756779087,0.7571601041511291,0.7397210049551349,0.7601590993569439,0.7967156000778707,0.7858696301765974,0.930305470368196,0.8598370834721025,0.7571499317827757,0.9407092637516631,0.9330162000939363,0.904916527586041,0.9076985599687106,0.912066746647212,0.9588572823629559,0.9084493775084034,0.9264394137342475,0.8729530831544103,0.8605071032584484,0.8613213292736289,0.8718987605788348,0.7913857035781359,0.9000110036713846,0.9255049144445621,0.827125278496259,0.8978585925285204,0.8949756212677605,0.8596214767168259,0.8315395451331764,0.9386379251111364,0.9372534279902847,0.9363007523839487,0.8840444941432718,0.8395232946998631,0.9031877304471801,0.6482638500355451,0.9030074310847247,0.9219664143823666,1.0,0.7615633241190611,-0.07413122321267608,,0.005082386439106706,0.40723487159516053,0.295945018563213,0.2576141690619981,0.05969036871915612,-0.2704929704850777,0.013265104950690939
Whole Blood_GTExTPM,0.05392988437863002,0.013637543040137947,0.7899164695448362,0.7983071774115323,0.7807879882975579,0.7706650550228937,0.7811788815636548,0.7545339493827458,0.7871711594875698,0.658687664535716,0.6343451505948657,0.6563437549847481,0.6437766688387815,0.6424268641314486,0.6348331086114579,0.624536038541419,0.6654528671831061,0.6632971241377219,0.6448444760716764,0.6638054686867925,0.7272577402290868,0.6993577640076031,0.7813852874625075,0.73849988283695,0.8350433266183005,0.7606918827592897,0.7674225507788428,0.760513702895385,0.7781709817567846,0.7642720810769176,0.7645742844305408,0.7649568752886203,0.7735987462725525,0.7478777155865712,0.7515318775242895,0.7461185132185316,0.7479494195951277,0.74242592652108,0.8293384657355127,0.7746814627745351,0.7352901668127201,0.7567311935976933,0.7455115767394916,0.747026970034438,0.7183236799435927,0.7709796672618909,0.7431036007230506,0.7387163347893921,0.8132628692767089,0.9033621968335468,0.782449766033255,0.5857884307025818,0.7659115417720803,0.7614216583457437,0.7615633241190611,1.0,-0.11451408404442967,,0.013829363329279944,0.3298064564023319,0.27741041419102114,0.22296169992518486,0.043743265902338575,-0.22770664845248811,-0.020704624518191602
opentargets_association_score,-0.03692241778586677,-0.03954036542861847,-0.0723609037414602,-0.08006705680406866,-0.0590597026412889,-0.06482287188126887,-0.07043676386783713,-0.05721048507273868,-0.06461119515448076,-0.03927488326426264,-0.029936052878016487,-0.04024743066904348,-0.029997215801706587,-0.035098320388839074,-0.027177157490231793,-0.024418588085488063,-0.038760703447929125,-0.035953125987401024,-0.031061721110548432,-0.042315719376983,-0.0508205025139214,-0.05394922946723709,-0.07116738414275149,-0.07467699747130088,-0.08067652089522744,-0.0555147573458185,-0.0528478753129247,-0.06355232927562679,-0.08454503146609252,-0.05609476661776043,-0.08150355115240293,-0.05921251527315102,-0.05692300567328276,-0.05590498343517619,-0.05313153803386502,-0.07112288773762616,-0.06936654283904586,-0.08324193719389471,-0.09738108235720551,-0.07799235361867135,-0.04566036091990163,-0.0664407744133873,-0.04839952452899407,-0.06262675807277458,-0.030648861523579634,-0.06420341993372823,-0.06689271240602618,-0.06915465877213188,-0.09074225735201229,-0.0934289248529205,-0.06264393104126563,0.006778169571270005,-0.06959514522080715,-0.047273793987159696,-0.07413122321267608,-0.11451408404442967,1.0,,0.10494531309760799,-0.2072536563761835,-0.2686876912882662,-0.12965152658715545,-0.08651890174318956,0.10516420547757861,-0.13929298556180597
pharmgkb_drugged_gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGIdb_interaction_group_score,-0.015236813521750135,-0.08899148889588492,0.006204124471001327,0.016344074471231415,-0.0017510264932782808,0.00023572022294608997,0.006164042245996564,-0.0066836115547948115,0.009587452257441393,-0.04204521914121741,-0.056434974502393064,-0.05584475729727087,-0.03585327890827205,-0.03774049882941772,-0.05828416350543456,-0.06147485783004924,-0.042516970482128505,-0.03337650327792516,-0.05785235388727736,-0.05518803288643813,-0.00415011118387395,-0.02635660295498397,0.008289153695218043,-0.027644499864390264,-0.01010798368399378,0.0004985504195128043,0.00029575127581260243,-0.009355191315753767,0.0013665332880375023,-0.001764947918888796,0.013159070745301265,-0.003106453797082349,0.004927433645578222,0.00734171317996898,0.0016270532445270157,0.011279633014849952,0.005208918576960067,0.016252968468709206,0.020664443807610674,0.025032040984569674,-0.008175015488925208,0.014062328537952948,-0.000913330134360052,0.032971641198540284,0.002312615014235758,0.01552561448471518,0.0174566598380092,0.018940695465375648,0.01752384891206614,0.013371752934297538,0.01578982368238809,-0.018962205522911408,0.007817287846011312,-0.0024387760963542407,0.005082386439106706,0.013829363329279944,0.10494531309760799,,1.0,-0.16102347908810716,-0.14664135518157265,-0.08997113262085253,0.04016866754238169,0.08277711638900373,-0.13663165128099955
HIPred,-0.0444236032183813,0.3079689362027177,0.41603039767066574,0.4118273939709096,0.3959325802383305,0.4164221044005225,0.41782628654661563,0.43364434035972954,0.4180217108254552,0.4657185621679036,0.4756095575947815,0.46299872144866705,0.46042579830073826,0.45965619270817165,0.47664293808042224,0.48280193660228643,0.46650287029119575,0.46233840708089335,0.464143440513079,0.4588639920459379,0.4320491517620616,0.44461332200561093,0.4123340297052195,0.4216578755012081,0.37319147687474785,0.4205111555312403,0.4161982144592939,0.43360195505117,0.4049073318363165,0.42907323070974224,0.38814639022245995,0.42948318181158107,0.407147342579524,0.41077766212830735,0.4003152804705854,0.36533074156371775,0.374210333601144,0.32375200848445834,0.3961109804422892,0.3921032695720883,0.4138097317490258,0.4214324136263948,0.40629406430895576,0.3783220645931115,0.41579517462441873,0.40057052344890864,0.3917266867638386,0.3954251369637336,0.38750769666703483,0.3641042561153624,0.39357696438336853,0.284141415381255,0.39466635107629683,0.42187845332029006,0.40723487159516053,0.3298064564023319,-0.2072536563761835,,-0.16102347908810716,1.0,0.3837905739820698,0.6194663375691821,0.17423992629066648,-0.49406069049858126,0.07447348674384367
SDI,-0.019426197476703346,0.16454111012331787,0.2864839222828561,0.2935732619434543,0.2716740177504788,0.2847650057590849,0.28972978614152933,0.28064635665130117,0.2860856977092901,0.2832183025082997,0.2794253769668965,0.2819376185988101,0.25328667772936375,0.2565422883962863,0.27943567616525905,0.2792480155221246,0.28457611922810155,0.2828166314576702,0.2748706543581005,0.2805763612559633,0.2797292033620216,0.2849530609951136,0.2896666438063956,0.27859104970707027,0.2659610642824838,0.27444514381129087,0.27412995144499375,0.2827238378603936,0.29808451988426693,0.28386341648253993,0.2967855523374836,0.28513204667158365,0.27642409152877284,0.28465148249226346,0.2716057058069477,0.2782103309915257,0.27522854488391846,0.26474853261820797,0.31393368317285475,0.2923654469470088,0.2525683377014033,0.2846690808164868,0.25980422981333595,0.2677597026179093,0.26759348763643176,0.28168613886906235,0.2832331628322192,0.2853795934920124,0.2992644039795666,0.28200143933979444,0.28677343199381355,0.19884852087870075,0.2717414283325939,0.2738306249298347,0.295945018563213,0.27741041419102114,-0.2686876912882662,,-0.14664135518157265,0.3837905739820698,1.0,0.19106222199202563,0.11912729532258924,-0.21021928258477238,0.1211269381506655
pLI,-0.013840653447859274,0.0910222711138218,0.26575763036841704,0.2644073393367656,0.2515555666063256,0.27246165906059067,0.2708317902270067,0.28749869730360605,0.26928625712511783,0.33576569957113184,0.3445037844621847,0.328582943057222,0.3332629276497811,0.3284750375164505,0.34000927184494645,0.35087963672775707,0.33613782681588805,0.3305972222268074,0.3336540845980525,0.32480725970791297,0.3008150324184338,0.31259957868301674,0.260521178614792,0.2653274885199209,0.23263093691518916,0.27257768725441855,0.2692743689380884,0.28738868271419604,0.25235037616302336,0.2828843135849604,0.2376859585641105,0.28369604610343796,0.26349572697649076,0.2578106115969008,0.24751080815227935,0.21116442906872146,0.2249701505843668,0.18351208492701515,0.25575821281055855,0.24226727169869097,0.25774247030154157,0.27086278363460586,0.26679411872372233,0.23149658546631574,0.2746382133464529,0.25329119327873006,0.24799623659390405,0.249860750355045,0.24043650950351594,0.23785165171334788,0.2465054921202047,0.19188906113667636,0.24476742430445703,0.2766490331843723,0.2576141690619981,0.22296169992518486,-0.12965152658715545,,-0.08997113262085253,0.6194663375691821,0.19106222199202563,1.0,0.20603059730612408,-0.36628427273661884,0.03932448384165799
O_GlcNAc_Score,0.030909386627305527,0.10965878031619804,0.04464223746857891,0.04163303845892898,0.0010827614148857965,0.054647179275751925,0.048828496239179064,0.061682889472092356,0.049604056991905524,0.003034090372062075,0.0017344877847143456,0.007878455226970256,0.025800300793418395,0.03999769204592178,0.013703584491880564,-0.0019022506528023947,0.0007201042843896494,-0.001981968635569935,0.0036554293253436196,0.0012733444810922993,-0.004276612575384541,-0.005692534328335249,0.04660225073865803,0.0024364124874828755,-0.004607089915530009,0.04927518121928322,0.050767567250901445,0.0493522512008497,0.04133750957177352,0.05180894661063823,0.0459867831140841,0.04708105932249505,0.05757622969196857,0.0368602008374206,0.02052494979035412,0.011174171494657641,0.01725278504638134,-0.005875233446808343,0.07415987335208454,0.05592143577883187,0.011652328135241257,0.058937027350002294,0.06274307071840733,0.03361813136690089,0.036715434601269546,0.043350779370868106,0.06366684328183511,0.06635200535430785,0.0546433482906918,0.037831751902929804,0.033316436785161344,0.0008858619122459559,0.048865499536463644,0.06005060379661143,0.05969036871915612,0.043743265902338575,-0.08651890174318956,,0.04016866754238169,0.17423992629066648,0.11912729532258924,0.20603059730612408,1.0,-0.15901980140383135,0.037711994639228454
RVIS_Score,-0.014736209950591229,-0.2523675492370545,-0.2740058577169245,-0.26917023484045455,-0.2693756423909786,-0.2846014432422417,-0.2812401437840743,-0.2925060235776796,-0.2863090061390382,-0.32612761259372286,-0.3377254305543219,-0.326538002573721,-0.34702118156535483,-0.3534837553471699,-0.3506455683149514,-0.3443601406168496,-0.32828225324849675,-0.3214657020306918,-0.3266199935278334,-0.32338912235320993,-0.2933336299637688,-0.30703928120508267,-0.27408761742426235,-0.2713039786781141,-0.23122264601007603,-0.2919787548914652,-0.29031030327066043,-0.29864086661168615,-0.2692702711740903,-0.2965485105934243,-0.2504839334066985,-0.2975744866787762,-0.28319898266163757,-0.27304243409278595,-0.26839316008398045,-0.25135717671841606,-0.2539519999208213,-0.22400683227684975,-0.265895814428517,-0.2660082897253801,-0.27504532468872644,-0.28886179410760726,-0.28573358652035086,-0.2619762323519789,-0.30018021772149456,-0.2802101751887027,-0.2595017064258119,-0.2636699177973626,-0.2584731915327697,-0.2516030943553297,-0.270744144642338,-0.19925886766409753,-0.2721396509934958,-0.294299913880126,-0.2704929704850777,-0.22770664845248811,0.10516420547757861,,0.08277711638900373,-0.49406069049858126,-0.21021928258477238,-0.36628427273661884,-0.15901980140383135,1.0,-0.037527585586811935
IPA_BP,-0.026675254831371967,0.04138974921961118,0.034347741535523814,0.036868983582125175,0.0037901790862732215,0.02982300134311306,0.03209075724879958,0.028369836138305692,0.022316101194193513,-0.004398194002541743,-0.006328020900444612,-0.0009828450177000656,-0.03483830429713591,-0.0297446433528791,-0.009967722903990353,-0.011185040531626732,-0.008127492002365582,-0.002656822486307843,-0.0069060071681230585,-0.000490664775057921,-0.015504518111423738,-0.004977685102458206,0.027459525439514937,-0.010452435959287675,-0.05848520009612062,0.020104941600746516,0.019997469690804907,0.023989369264935067,0.016859147912607834,0.025963534579097437,-0.00877002338665098,0.026063534325612214,0.02113639140294087,0.028493183032076094,0.015656549528315012,0.012479015460369999,0.009053472505558735,-0.001869440674254626,0.035691315865289966,0.003444806650062561,0.004173938273186052,0.015790458751182262,0.0048999893509502,-0.009341493319330808,-0.020715146275502628,0.016235009190766602,-0.0021524155055097547,0.003730897923677136,0.007928890284525147,-0.003323808475955848,0.005864069409808197,-0.06381798904306478,0.008870944550445814,0.021643507541012966,0.013265104950690939,-0.020704624518191602,-0.13929298556180597,,-0.13663165128099955,0.07447348674384367,0.1211269381506655,0.03932448384165799,0.037711994639228454,-0.037527585586811935,1.0
