,Chr,Gene_length,Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,Brain - Cortex_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,Cervix - Endocervix_GTExTPM,Colon - Sigmoid_GTExTPM,Colon - Transverse_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,Esophagus - Mucosa_GTExTPM,Esophagus - Muscularis_GTExTPM,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Heart - Left Ventricle_GTExTPM,Kidney - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Minor Salivary Gland_GTExTPM,Muscle - Skeletal_GTExTPM,Nerve - Tibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,opentargets_association_score,pharmgkb_drugged_gene,DGIdb_interaction_group_score,HIPred,SDI,pLI,O_GlcNAc_Score,RVIS_Score,IPA_BP
Esophagus - Gastroesophageal Junction_GTExTPM,0.018591861827454374,0.09630757487476722,0.9496294445310022,0.9462250466220021,0.908889187356748,0.9570603653330109,0.9671511104361448,0.9600601796280813,0.9733922109122392,0.8181740992574137,0.7976497865970579,0.816576754824187,0.778430851303724,0.7830687421738347,0.7953505555802804,0.7837206011315067,0.82198968573173,0.8201266624551594,0.8018089465052299,0.8218207340905452,0.8527790332649993,0.8473735072009421,0.9464614538641903,0.8754857005099173,0.7577868055168411,0.9573770084491144,0.9587991855964098,0.9824297947081153,0.9203492017834632,1.0,0.8564482545667801,0.9977888029440468,0.962394679143601,0.9353326583254201,0.9230246232829598,0.8658950292531796,0.8755057010962523,0.8008543991985116,0.9118605447504018,0.8928355840362672,0.8857243018140403,0.945881814116164,0.9295016246231783,0.8645160833629343,0.8673391807118935,0.936944963852711,0.8512358052759518,0.8549147284845505,0.886449823797537,0.8586142672785009,0.9122950301648375,0.6768758978978843,0.9193063655693934,0.964166663849249,0.912066746647212,0.7642720810769176,-0.05609476661776043,,-0.001764947918888796,0.42907323070974224,0.28386341648253993,0.2828843135849604,0.05180894661063823,-0.2965485105934243,0.025963534579097437
Esophagus - Mucosa_GTExTPM,0.025363072894703804,0.03977937372536534,0.85017061836613,0.8568717007890719,0.8427327970845807,0.8426773840671866,0.8510821778079342,0.8376555276022579,0.886964350164985,0.7171462976985619,0.6967204435689268,0.7148843338780079,0.6924996160270752,0.6962878044605546,0.6959678304359705,0.684459777002458,0.7207481277638031,0.7176362058704846,0.7028914939052158,0.7214064481667314,0.7599154507629282,0.7471147625337625,0.8817938524217626,0.8363672769212368,0.7791871516378961,0.8638516463402421,0.8564989063695648,0.8466088982136951,0.8826326656426866,0.8564482545667801,1.0,0.8566655569269077,0.8623899974010016,0.8228469587176145,0.8218257762286549,0.8366747799851032,0.8467862710483018,0.7836785046269782,0.8635095297052345,0.9144376966343692,0.7970843870802561,0.8371219907249493,0.8315866674797189,0.845262180084965,0.7925348398522196,0.8918885682776279,0.937445336584515,0.932709116593434,0.8650393060208081,0.8154040034546133,0.8875211274940268,0.6347764138161807,0.8626895425838691,0.850277252591799,0.9588572823629559,0.7645742844305408,-0.08150355115240293,,0.013159070745301265,0.38814639022245995,0.2967855523374836,0.2376859585641105,0.0459867831140841,-0.2504839334066985,-0.00877002338665098
Esophagus - Muscularis_GTExTPM,0.018350670523778003,0.09780313218802265,0.945620464663325,0.9418971425322169,0.9070836052697404,0.9525279471485474,0.9626771012112807,0.9558606739623999,0.9707441351210069,0.8173837120205675,0.7970276524994437,0.8154117013570683,0.7772751290572966,0.781582641151769,0.7944259187694229,0.7834470647617563,0.8211868834657702,0.8192767601160574,0.8007917149915273,0.8206678344886992,0.8521239508323925,0.8465770201114937,0.9423240704793715,0.8747091621600295,0.7594210599954271,0.9523099198979522,0.9538704693116654,0.9819006718782401,0.9192475735757758,0.9977888029440468,0.8566655569269077,1.0,0.9575187274517568,0.9330913657481786,0.9227570764548418,0.8634986038621593,0.8730650017200347,0.7992556250510423,0.9093110879740636,0.8903832845355246,0.8855474714050948,0.9411733711836342,0.9239534984157387,0.8633354659055211,0.8642034660131341,0.9338444831754933,0.8488261531291519,0.8524067016685541,0.8844140552028542,0.8572271504620284,0.9091398178391664,0.6767958484260725,0.9156496308429207,0.9604295152234602,0.9084493775084034,0.7649568752886203,-0.05921251527315102,,-0.003106453797082349,0.42948318181158107,0.28513204667158365,0.28369604610343796,0.04708105932249505,-0.2975744866787762,0.026063534325612214
Fallopian Tube_GTExTPM,0.02687029336543617,0.07100808893079234,0.94714674256476,0.9512964120658359,0.9127328649967182,0.9452060323402386,0.9563660082870296,0.9453167782375445,0.9656848602284062,0.7997045145791926,0.7755695540442502,0.7982269522739324,0.7626970394319109,0.7681396723917784,0.7744836474122909,0.7596061190206788,0.80410193523944,0.8027216385850771,0.7831677733794234,0.802112052344413,0.8378787498720485,0.8282966573445913,0.9569313914601297,0.8728006558229764,0.7633695883315844,0.9728898229775012,0.978554775608934,0.9525449077633865,0.9166955903005176,0.962394679143601,0.8623899974010016,0.9575187274517568,1.0,0.9164125835385063,0.9009743329993615,0.8858152166219353,0.896578687719397,0.8134543211366103,0.9249569075413111,0.9052712389105042,0.863450904735568,0.9400001728073042,0.9506775130801334,0.8779069042130921,0.8747217896844839,0.9471065339467568,0.8630895188639449,0.8647499826990802,0.8966790632496034,0.8731722492682964,0.9154568753080085,0.689210483825758,0.9330391277456155,0.9796821793990983,0.9264394137342475,0.7735987462725525,-0.05692300567328276,,0.004927433645578222,0.407147342579524,0.27642409152877284,0.26349572697649076,0.05757622969196857,-0.28319898266163757,0.02113639140294087
Heart - Atrial Appendage_GTExTPM,0.00972226642675372,0.09174212759614352,0.9179177976851737,0.9208110371425713,0.8917200006774423,0.9244993383768565,0.9402765417197193,0.9220731505014493,0.9215682240154722,0.8026541677212974,0.7842147109622423,0.8002460157534216,0.756215885161857,0.760297409914515,0.7807274863948557,0.7708374225790693,0.8065008181969168,0.8032210555729087,0.7850934006262039,0.8061714372279014,0.8344435888598387,0.8333860394597068,0.9146731263750771,0.8465377677264404,0.7383885403514695,0.9095717949700788,0.9114597951881176,0.9214221216645285,0.8752347627592598,0.9353326583254201,0.8228469587176145,0.9330913657481786,0.9164125835385063,1.0,0.9777182479468164,0.8548242734499916,0.8600279681263511,0.7976504343310216,0.8881742672929157,0.8686495273822046,0.906470936831152,0.9087251877118179,0.891401670515839,0.8437818283497853,0.8461227523618717,0.8970929817604527,0.8225581461840027,0.8261554471225896,0.8488035651038345,0.8338236673581634,0.8804121951378611,0.6579462023918234,0.8957745847894489,0.9130154342259263,0.8729530831544103,0.7478777155865712,-0.05590498343517619,,0.00734171317996898,0.41077766212830735,0.28465148249226346,0.2578106115969008,0.0368602008374206,-0.27304243409278595,0.028493183032076094
Heart - Left Ventricle_GTExTPM,0.014470985990385427,0.08241670187440238,0.9053902747275013,0.9058377620672645,0.8870487051212864,0.9041709669818382,0.9204455595585169,0.9051489651800431,0.9096720896472443,0.7936627627009396,0.7766867044097128,0.7924234966587398,0.7551471503369799,0.7581808755996963,0.7745141715826476,0.7650217942791809,0.7975009767979097,0.7933131457689273,0.7781557546939393,0.7994426952722485,0.8250828273928392,0.8248257085924339,0.9030673002144348,0.8392581315631565,0.7490347213059071,0.8945177817792782,0.8960252715696566,0.909536003963547,0.8675438776466043,0.9230246232829598,0.8218257762286549,0.9227570764548418,0.9009743329993615,0.9777182479468164,1.0,0.8515642652057455,0.8563835184641032,0.7979777630906776,0.872669467504223,0.8603017289520491,0.9252078827827291,0.890005272074329,0.8777341711943663,0.8413654020519394,0.8341806779454337,0.8859507365854921,0.8164815467770791,0.8190789329822094,0.8415918270561018,0.8304159740007008,0.8756524301947454,0.6604437309100654,0.8841780439313991,0.9016967945084374,0.8605071032584484,0.7515318775242895,-0.05313153803386502,,0.0016270532445270157,0.4003152804705854,0.2716057058069477,0.24751080815227935,0.02052494979035412,-0.26839316008398045,0.015656549528315012
Kidney - Cortex_GTExTPM,0.026262973880140872,0.04565566431513572,0.8668289579761875,0.8762797951992289,0.8804340700149571,0.8592256685038944,0.8698640278356186,0.8530607146332432,0.8844636125754947,0.7666789961481613,0.7453175595238205,0.7650877594933413,0.721506292660111,0.7273194761402129,0.7423394498404473,0.7293761597540603,0.7694732678350453,0.7694998458731924,0.7512170684832842,0.7714003881017975,0.8030150199419147,0.7985220271779268,0.8922737343525681,0.81246474463136,0.7405534370120644,0.8702693529305814,0.8772859150651473,0.8621827159539667,0.8868618715823515,0.8658950292531796,0.8366747799851032,0.8634986038621593,0.8858152166219353,0.8548242734499916,0.8515642652057455,1.0,0.9777502518774254,0.8590567633956662,0.874947002792815,0.8816684771282077,0.811791458655179,0.8602792887861295,0.8574364014556674,0.8871548351878085,0.8414590116992227,0.8965282077220628,0.8287719367272903,0.8283095401702946,0.8816539706388772,0.8314121525072575,0.8974721392761984,0.6454808589046116,0.9004969012173188,0.8709199739674317,0.8613213292736289,0.7461185132185316,-0.07112288773762616,,0.011279633014849952,0.36533074156371775,0.2782103309915257,0.21116442906872146,0.011174171494657641,-0.25135717671841606,0.012479015460369999
Kidney - Medulla_GTExTPM,0.027587232857804612,0.03894603593471127,0.8754345605412774,0.8849840447605426,0.8837367665658323,0.8678379210944811,0.8786210752249048,0.8621596637371898,0.8953239884882548,0.7731484597637573,0.7510640905687941,0.771980202681266,0.7298809464786347,0.7350136755696703,0.7475323153546677,0.7352775399680525,0.7764895048857251,0.7773040126148891,0.757963167564744,0.7784609104479013,0.8104225284293872,0.804980238149411,0.9035436440057161,0.8245987449520259,0.7521610996708914,0.8814988064973335,0.8891655363967755,0.8718354371180738,0.8913379161338774,0.8755057010962523,0.8467862710483018,0.8730650017200347,0.896578687719397,0.8600279681263511,0.8563835184641032,0.9777502518774254,1.0,0.8427650900050766,0.8836069984615499,0.892191052967356,0.815971566062456,0.8685086385055932,0.8675028124836929,0.8914709814496163,0.8505749623343701,0.9086321532290808,0.8390082832719601,0.8379659610100487,0.8813186356802739,0.8389665795854929,0.9058771774944857,0.6551300050679323,0.9114162979921934,0.8823667217708872,0.8718987605788348,0.7479494195951277,-0.06936654283904586,,0.005208918576960067,0.374210333601144,0.27522854488391846,0.2249701505843668,0.01725278504638134,-0.2539519999208213,0.009053472505558735
Liver_GTExTPM,0.020580705013365345,0.03170559893834961,0.8159706424175426,0.8245111551730959,0.8392194727920306,0.798596342289297,0.8111062964754842,0.7905900269873082,0.8202788347617531,0.6934133306295189,0.6725062893999706,0.6903324348545381,0.6643033438326558,0.6669408317091045,0.6688941342273274,0.6581794839185126,0.6962974957148376,0.6949747216493899,0.677671394351672,0.6974800624957308,0.7374652052090404,0.7281693667836322,0.8275343813616803,0.7731296419473309,0.7350390165125511,0.8006348109433308,0.8049282523733566,0.7948366684615977,0.823140009530358,0.8008543991985116,0.7836785046269782,0.7992556250510423,0.8134543211366103,0.7976504343310216,0.7979777630906776,0.8590567633956662,0.8427650900050766,1.0,0.8102805618626293,0.8172596229445548,0.7762860197606863,0.7933608099951991,0.8012267859661758,0.8477508584783031,0.7654320914026016,0.8226426975346052,0.7690911301262044,0.7652879493929065,0.8353165132053811,0.7954298886158069,0.844465641669514,0.5984914936311526,0.8189730814178878,0.7985210431046876,0.7913857035781359,0.74242592652108,-0.08324193719389471,,0.016252968468709206,0.32375200848445834,0.26474853261820797,0.18351208492701515,-0.005875233446808343,-0.22400683227684975,-0.001869440674254626
Lung_GTExTPM,0.022664039038807978,0.07204840250752864,0.9300967628792568,0.9406452302793178,0.8834067526015034,0.9121108169908066,0.9285669846456511,0.8995045533584364,0.9280700807373639,0.7502754948539665,0.7218102508903862,0.7470476728581897,0.7014719636903536,0.7071590508778111,0.7193308663777078,0.7054674548112116,0.7561167745473476,0.7530615554042309,0.7278259872346304,0.7537156343039201,0.8060197044495657,0.7902327788576226,0.9369737529019264,0.8399335367928047,0.7745138830480124,0.9066158604214306,0.9127582779663233,0.8984679596862697,0.9047941841929673,0.9118605447504018,0.8635095297052345,0.9093110879740636,0.9249569075413111,0.8881742672929157,0.872669467504223,0.874947002792815,0.8836069984615499,0.8102805618626293,1.0,0.9068876914012437,0.8255871062150141,0.9016548863694545,0.8761997973583888,0.8611122024671362,0.8260416065297683,0.9169232396061568,0.8535877371265169,0.8558081393014492,0.9061903851032417,0.9040463450233001,0.9125196144604053,0.6291951932235762,0.9185104436114944,0.9050916227175433,0.9000110036713846,0.8293384657355127,-0.09738108235720551,,0.020664443807610674,0.3961109804422892,0.31393368317285475,0.25575821281055855,0.07415987335208454,-0.265895814428517,0.035691315865289966
Minor Salivary Gland_GTExTPM,0.022838034835142795,0.06258229937147855,0.8986231196182236,0.900814456027725,0.878855241482452,0.8864348634772737,0.8956972579916633,0.8793946378539181,0.9161661277231924,0.7563276315117614,0.7327784571961662,0.7555831564423129,0.7248108746638345,0.7297387150428724,0.7311862270242612,0.7187035161278373,0.760548533398785,0.7590905754614908,0.7409417540450693,0.7615174096267566,0.8002822694850403,0.7894455690457663,0.9399814564724436,0.8457350735304576,0.7717557784452362,0.8956586441757911,0.8998232044256829,0.8853832401201671,0.9154469542063727,0.8928355840362672,0.9144376966343692,0.8903832845355246,0.9052712389105042,0.8686495273822046,0.8603017289520491,0.8816684771282077,0.892191052967356,0.8172596229445548,0.9068876914012437,1.0,0.8340886262686962,0.8861734369716979,0.8711619240757288,0.9003030409023467,0.8468519048401755,0.9383169387648439,0.9043071307016533,0.9051094566441208,0.8999476607454243,0.844756855580849,0.9317515109066282,0.6488571863178104,0.9147925689413923,0.8870023851120488,0.9255049144445621,0.7746814627745351,-0.07799235361867135,,0.025032040984569674,0.3921032695720883,0.2923654469470088,0.24226727169869097,0.05592143577883187,-0.2660082897253801,0.003444806650062561
Muscle - Skeletal_GTExTPM,0.010436926806853255,0.09193800704423045,0.877584779132809,0.8662633702377521,0.8544886654957649,0.8664485072712438,0.8775112187819086,0.881851513919137,0.8754120475084891,0.7603942164747737,0.7456647577631607,0.7603815438422473,0.7414576801262863,0.7412765424598433,0.7436673598937952,0.7363513970430028,0.7640449333760627,0.759981346814517,0.7487865414542312,0.7669062750771174,0.797831372982599,0.7917241214798293,0.8712606519488216,0.8254975305572035,0.7514194327044439,0.8590846509952333,0.8580853220507861,0.8745611112541501,0.8311387532278725,0.8857243018140403,0.7970843870802561,0.8855474714050948,0.863450904735568,0.906470936831152,0.9252078827827291,0.811791458655179,0.815971566062456,0.7762860197606863,0.8255871062150141,0.8340886262686962,1.0,0.8570493607964557,0.8468123156868225,0.8154877174189725,0.8018877953278726,0.8484660748854839,0.7997592697243491,0.8022709324351592,0.8060444314796229,0.7915127538123,0.8409972044739993,0.6501290747543876,0.8461867351109332,0.8661120984536839,0.827125278496259,0.7352901668127201,-0.04566036091990163,,-0.008175015488925208,0.4138097317490258,0.2525683377014033,0.25774247030154157,0.011652328135241257,-0.27504532468872644,0.004173938273186052
Nerve - Tibial_GTExTPM,0.015834828560731835,0.10152598244866991,0.9468760474257645,0.9377048021188851,0.8928600001451994,0.9300063131707604,0.9482993210693594,0.9339153779329588,0.9395047256141423,0.8150592509335945,0.7882278860963171,0.8118487443070856,0.7647952632017685,0.7708069291931863,0.7861845623803233,0.7722824382499336,0.8203744580338462,0.814641780253637,0.7949584913844229,0.8182498621551415,0.864522911962317,0.8493019611025829,0.9437490497764486,0.862531123702613,0.7475284035862724,0.9395853164905417,0.9423854792284039,0.936279180717808,0.8919445240984305,0.945881814116164,0.8371219907249493,0.9411733711836342,0.9400001728073042,0.9087251877118179,0.890005272074329,0.8602792887861295,0.8685086385055932,0.7933608099951991,0.9016548863694545,0.8861734369716979,0.8570493607964557,1.0,0.9158231681108294,0.8512664807477028,0.8489376039490947,0.9149932326209622,0.8481799724204726,0.85199144308928,0.8730929606111095,0.8529180142154815,0.8892925989376865,0.6675268276580236,0.910903537070933,0.9339799753147985,0.8978585925285204,0.7567311935976933,-0.0664407744133873,,0.014062328537952948,0.4214324136263948,0.2846690808164868,0.27086278363460586,0.058937027350002294,-0.28886179410760726,0.015790458751182262
Ovary_GTExTPM,0.019850939829444924,0.09382702115252131,0.9109698457998583,0.9124494840921586,0.9139265118418816,0.917209912113271,0.9232665624667574,0.9174734313938158,0.9317710463949206,0.7959990102057201,0.7758202253484395,0.7954583465463055,0.7746294072680743,0.7778665920303052,0.7744003354702726,0.7623397847445157,0.7986235786612551,0.8005381289233131,0.7852533116880307,0.7984014158549758,0.8303397661273108,0.8210005174215325,0.9179785081103357,0.8733026498108422,0.7629616504560107,0.9488436949089526,0.9526245060878547,0.9230842700777321,0.8765927679564524,0.9295016246231783,0.8315866674797189,0.9239534984157387,0.9506775130801334,0.891401670515839,0.8777341711943663,0.8574364014556674,0.8675028124836929,0.8012267859661758,0.8761997973583888,0.8711619240757288,0.8468123156868225,0.9158231681108294,1.0,0.864117164809422,0.8693880959022929,0.9155612697564658,0.8337622302311736,0.8335918084008789,0.8576985891517123,0.843800904225405,0.885746652290846,0.7019620497543863,0.9039101595018978,0.9529837408118752,0.8949756212677605,0.7455115767394916,-0.04839952452899407,,-0.000913330134360052,0.40629406430895576,0.25980422981333595,0.26679411872372233,0.06274307071840733,-0.28573358652035086,0.0048999893509502
Pancreas_GTExTPM,0.019927610509787322,0.05466999147657689,0.8561896392060963,0.8634803249106251,0.8813106914783735,0.8528716996559135,0.860436437953376,0.8464103853546147,0.880072887964787,0.7610528845519131,0.741501519473187,0.7593525434413632,0.7414905962760424,0.7457507929967055,0.7406189935483519,0.728950264911207,0.7649993134821212,0.7665542433953983,0.7494123811021322,0.76421411605239,0.7958079958384842,0.7882379665259748,0.8863975018926142,0.8228711628281007,0.7626003420178588,0.8635266776039179,0.8697401206055925,0.8621533643086381,0.8879026932406056,0.8645160833629343,0.845262180084965,0.8633354659055211,0.8779069042130921,0.8437818283497853,0.8413654020519394,0.8871548351878085,0.8914709814496163,0.8477508584783031,0.8611122024671362,0.9003030409023467,0.8154877174189725,0.8512664807477028,0.864117164809422,1.0,0.8577628896209616,0.8970404517913724,0.8362396519023524,0.834135719498554,0.8796712794173435,0.8175947883772685,0.9276695503045507,0.6602378188700244,0.8906805739990155,0.8634453443538156,0.8596214767168259,0.747026970034438,-0.06262675807277458,,0.032971641198540284,0.3783220645931115,0.2677597026179093,0.23149658546631574,0.03361813136690089,-0.2619762323519789,-0.009341493319330808
Pituitary_GTExTPM,0.03570147368570482,0.07147921335339263,0.8289973928967483,0.8366991959583563,0.8723217079086403,0.8495298179471118,0.851044714168838,0.8416323978841392,0.8620571620655697,0.8581963804766645,0.8500367392318906,0.8601091349187714,0.8429779987454066,0.8473564073451714,0.8534239363327134,0.8421028084377511,0.8619202316097574,0.8804719643204086,0.8589833669934474,0.8593808568573068,0.8522851391558938,0.8662035414011172,0.8532239157803825,0.8007528821816084,0.7306409380490028,0.8635787303423366,0.8727564056684272,0.86842297614184,0.8384064577529603,0.8673391807118935,0.7925348398522196,0.8642034660131341,0.8747217896844839,0.8461227523618717,0.8341806779454337,0.8414590116992227,0.8505749623343701,0.7654320914026016,0.8260416065297683,0.8468519048401755,0.8018877953278726,0.8489376039490947,0.8693880959022929,0.8577628896209616,1.0,0.8823290980879598,0.7926389065203259,0.7899483325255062,0.8172809118724416,0.7967654915151358,0.8592305218440178,0.6968312389349414,0.8776245848454448,0.8655178430715111,0.8315395451331764,0.7183236799435927,-0.030648861523579634,,0.002312615014235758,0.41579517462441873,0.26759348763643176,0.2746382133464529,0.036715434601269546,-0.30018021772149456,-0.020715146275502628
Prostate_GTExTPM,0.04025543403738054,0.05297670727902293,0.9145897487049434,0.9179874048559433,0.9018702118678559,0.9187139589302649,0.9272786893724027,0.9148774909992349,0.9565655392272285,0.7978610334412298,0.7763227173098596,0.7963648921779312,0.7640234705333436,0.7711290360213165,0.7771762256857736,0.7610845091092554,0.8022360149825379,0.8016458255896701,0.7828659556948522,0.8024678358157585,0.831940974247274,0.8259899034620632,0.9457517008336715,0.8574405151305092,0.7636143867159525,0.9440296588173551,0.9488126297897086,0.9337192334428622,0.928526836110386,0.936944963852711,0.8918885682776279,0.9338444831754933,0.9471065339467568,0.8970929817604527,0.8859507365854921,0.8965282077220628,0.9086321532290808,0.8226426975346052,0.9169232396061568,0.9383169387648439,0.8484660748854839,0.9149932326209622,0.9155612697564658,0.8970404517913724,0.8823290980879598,1.0,0.8870465015060781,0.8870616404237561,0.9048354022242591,0.8592450570424593,0.9363863603231785,0.6820019262699102,0.9332280036748516,0.9390440855560493,0.9386379251111364,0.7709796672618909,-0.06420341993372823,,0.01552561448471518,0.40057052344890864,0.28168613886906235,0.25329119327873006,0.043350779370868106,-0.2802101751887027,0.016235009190766602
Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.030188888359846337,0.04347424956732407,0.8583234835110803,0.8568503107472695,0.8324550542949128,0.8412279238456883,0.8490014576981747,0.8419539977917496,0.8775166605915411,0.7192735502200331,0.7003716646704111,0.7178609373679388,0.6988461613418978,0.7046663072561562,0.702525009917951,0.6880144936512836,0.7234999602326646,0.7186001500803251,0.7065494736114774,0.7239438203278492,0.7571765599081426,0.7450596490850239,0.8917831591219045,0.8232523127427236,0.7453830529491556,0.8645609523436673,0.8589011491554035,0.8433629789156699,0.8618414560953851,0.8512358052759518,0.937445336584515,0.8488261531291519,0.8630895188639449,0.8225581461840027,0.8164815467770791,0.8287719367272903,0.8390082832719601,0.7690911301262044,0.8535877371265169,0.9043071307016533,0.7997592697243491,0.8481799724204726,0.8337622302311736,0.8362396519023524,0.7926389065203259,0.8870465015060781,1.0,0.9968442937770213,0.8459513387905039,0.7971033172204801,0.8694745431194488,0.6308651764560325,0.8612829082374688,0.8510647008308981,0.9372534279902847,0.7431036007230506,-0.06689271240602618,,0.0174566598380092,0.3917266867638386,0.2832331628322192,0.24799623659390405,0.06366684328183511,-0.2595017064258119,-0.0021524155055097547
Skin - Sun Exposed (Lower leg)_GTExTPM,0.029540726504005917,0.048294035065413514,0.8651165234047679,0.8599980985167487,0.8314648829004285,0.8458171199391159,0.8540199287566088,0.8482546073601043,0.8801666068181474,0.7193464797110108,0.7006858841422776,0.7179362548214521,0.6971299113712728,0.7034838695725624,0.7030271918630884,0.6881512794820244,0.723586088864169,0.7182439215202765,0.7061349940898668,0.724323871931455,0.7562134352055953,0.7453077855098753,0.8957912746269727,0.8225337647735215,0.7363118751377274,0.8666406003903733,0.8610351618334618,0.845850386575059,0.862225830907402,0.8549147284845505,0.932709116593434,0.8524067016685541,0.8647499826990802,0.8261554471225896,0.8190789329822094,0.8283095401702946,0.8379659610100487,0.7652879493929065,0.8558081393014492,0.9051094566441208,0.8022709324351592,0.85199144308928,0.8335918084008789,0.834135719498554,0.7899483325255062,0.8870616404237561,0.9968442937770213,1.0,0.8451391291714845,0.7951324803615838,0.8686062842436946,0.6268554158252596,0.8621898630044169,0.8535821335619607,0.9363007523839487,0.7387163347893921,-0.06915465877213188,,0.018940695465375648,0.3954251369637336,0.2853795934920124,0.249860750355045,0.06635200535430785,-0.2636699177973626,0.003730897923677136
Small Intestine - Terminal Ileum_GTExTPM,0.024709418004726688,0.03985653036457452,0.8899347530260736,0.8957766537967381,0.8703401338897948,0.870600022819304,0.885738008203894,0.8617290736630191,0.9098020992863246,0.73699296180933,0.7124749231301827,0.7350764475094579,0.7057364230033205,0.7104065587760917,0.7120584561388937,0.6982751093687695,0.7429196349583953,0.7414506842172289,0.7192160248200729,0.7418704182099296,0.7905792160846514,0.7734718803370759,0.9056781928812152,0.8232363042191696,0.8033160617315889,0.8819923922164754,0.887644076211668,0.8891037924586322,0.9639427462193938,0.886449823797537,0.8650393060208081,0.8844140552028542,0.8966790632496034,0.8488035651038345,0.8415918270561018,0.8816539706388772,0.8813186356802739,0.8353165132053811,0.9061903851032417,0.8999476607454243,0.8060444314796229,0.8730929606111095,0.8576985891517123,0.8796712794173435,0.8172809118724416,0.9048354022242591,0.8459513387905039,0.8451391291714845,1.0,0.8901387893374128,0.9253482881904527,0.6332936265586847,0.8848259472955393,0.8800042043268133,0.8840444941432718,0.8132628692767089,-0.09074225735201229,,0.01752384891206614,0.38750769666703483,0.2992644039795666,0.24043650950351594,0.0546433482906918,-0.2584731915327697,0.007928890284525147
Spleen_GTExTPM,0.041222047122567405,0.024603775013087123,0.880816501747073,0.8898800986859233,0.8655941644727024,0.8582984817419264,0.8754520916510441,0.8419508749717085,0.8766955577464802,0.7254552626822948,0.6990111017244345,0.7226735216088032,0.6966653990789907,0.6997647023595267,0.6998678342191829,0.6851012545282906,0.7318697181504118,0.7297888822728887,0.7076165326822175,0.7303521833434857,0.7868523984741242,0.7657242315607327,0.8751950570683513,0.801390110559165,0.8393990182593332,0.8617101233189841,0.8703473389178475,0.8523799579217328,0.857789143310128,0.8586142672785009,0.8154040034546133,0.8572271504620284,0.8731722492682964,0.8338236673581634,0.8304159740007008,0.8314121525072575,0.8389665795854929,0.7954298886158069,0.9040463450233001,0.844756855580849,0.7915127538123,0.8529180142154815,0.843800904225405,0.8175947883772685,0.7967654915151358,0.8592450570424593,0.7971033172204801,0.7951324803615838,0.8901387893374128,1.0,0.8566259920817381,0.6306836133970448,0.8600342428457669,0.8625221459909702,0.8395232946998631,0.9033621968335468,-0.0934289248529205,,0.013371752934297538,0.3641042561153624,0.28200143933979444,0.23785165171334788,0.037831751902929804,-0.2516030943553297,-0.003323808475955848
Stomach_GTExTPM,0.025779073051566778,0.048037121504029265,0.8990376970692868,0.9063716579638171,0.8958511785255283,0.8939575645668051,0.9045984821069698,0.887575448008394,0.9305656595129577,0.7770695112614568,0.7549651928921217,0.7746570525309285,0.7441239490013245,0.7494553442345843,0.7540217361502674,0.7412498922312023,0.7813549607046373,0.7805433051432349,0.7604947660214421,0.7812446491806943,0.8181231542829168,0.8090300064991032,0.9237104746025208,0.8484731445052148,0.7813640765739778,0.9015237834700817,0.9062825386061139,0.9065660730733999,0.9391295355409424,0.9122950301648375,0.8875211274940268,0.9091398178391664,0.9154568753080085,0.8804121951378611,0.8756524301947454,0.8974721392761984,0.9058771774944857,0.844465641669514,0.9125196144604053,0.9317515109066282,0.8409972044739993,0.8892925989376865,0.885746652290846,0.9276695503045507,0.8592305218440178,0.9363863603231785,0.8694745431194488,0.8686062842436946,0.9253482881904527,0.8566259920817381,1.0,0.6674350778004534,0.915268489609536,0.9000381186458546,0.9031877304471801,0.782449766033255,-0.06264393104126563,,0.01578982368238809,0.39357696438336853,0.28677343199381355,0.2465054921202047,0.033316436785161344,-0.270744144642338,0.005864069409808197
