,Chr,Gene_length,Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,Brain - Cortex_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,Cervix - Endocervix_GTExTPM,Colon - Sigmoid_GTExTPM,Colon - Transverse_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,Esophagus - Mucosa_GTExTPM,Esophagus - Muscularis_GTExTPM,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Heart - Left Ventricle_GTExTPM,Kidney - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Minor Salivary Gland_GTExTPM,Muscle - Skeletal_GTExTPM,Nerve - Tibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,opentargets_association_score,pharmgkb_drugged_gene,DGIdb_interaction_group_score,HIPred,SDI,pLI,O_GlcNAc_Score,IPA_BP
Brain - Spinal cord (cervical c-1)_GTExTPM,0.012178627429316457,0.32062667943100415,0.8692889980427215,0.8717302806362658,0.8771282053300056,0.8554820732695388,0.8653577869621483,0.8534785364366793,0.8776282428201285,0.9508433383965584,0.9234928037138397,0.934775815595274,0.8797876472474523,0.8833683689238059,0.9166069741057851,0.9106398429315694,0.9585283845452254,0.9557555398246111,0.9228822560060176,0.941655110559936,1.0,0.9786423679554047,0.8766725093284536,0.8378204560166718,0.8053824383143009,0.8623365482657689,0.8639650768781738,0.8813468759713974,0.8770107496069167,0.8782314708632263,0.8552960890472585,0.8799743791816442,0.8644452162783016,0.856298115130998,0.8543554240622684,0.8544959187879692,0.8619361167183386,0.822460703290936,0.8663256393350136,0.8714142483030122,0.8490524773609092,0.8887617902974112,0.8660645286564703,0.8561151924410055,0.889443083993025,0.873798518848229,0.8631861711634442,0.8632989844498805,0.8702162161981912,0.8637064648689156,0.8789658609882124,0.791328607106482,0.8715894404594443,0.8647873658351378,0.8606168768142617,0.8114658682240533,-0.08418942352396405,,0.01406598894524783,0.374904486813768,0.2742968793885786,0.2824738183496812,0.02660832380413437,0.050262669325892406
Brain - Substantia nigra_GTExTPM,0.016970812947756528,0.31930328590498147,0.8671538356767989,0.8685915767210657,0.8751151661967113,0.8591339358355133,0.8718933075585013,0.8589923487002467,0.8793514533496718,0.9804487715945768,0.9593891397281025,0.9678926959324137,0.8945156807010683,0.9008104499249261,0.9512076538903655,0.9452218977421004,0.9822895731378019,0.9838004809688461,0.9583904130655732,0.9731410587435401,0.9786423679554047,1.0,0.8751374332007019,0.8285879115779894,0.784797189353878,0.8648756690683433,0.8675047746246465,0.8824464561502826,0.8753382457091384,0.8806842149131627,0.8512207304745232,0.883465645640719,0.8644704059028903,0.8686307001986804,0.8678822552270321,0.8532425099199502,0.8601945256387871,0.8196927482737281,0.8675952361201933,0.8749179164394706,0.8506749814911336,0.8879579056027096,0.8685185119169175,0.85932993095077,0.9063437547736934,0.8806315786809155,0.8594043368945141,0.8613939110000111,0.8630124266216552,0.8566244664727855,0.8816749715713421,0.7923658872865307,0.8783122976738761,0.8691361657688224,0.8612035975595024,0.7969388695457215,-0.10144389674120854,,0.005994080463141582,0.3903821574601601,0.2870061135063786,0.3013698057339415,0.04835124493894337,0.05558614966611817
Breast - Mammary Tissue_GTExTPM,-0.00026718433614911105,0.2956029095992124,0.9888517126621059,0.9863972615570991,0.9149332755738845,0.9453838523453093,0.9621119205229137,0.9476043098005649,0.9657442205047297,0.8478447036099445,0.8252484152831695,0.8432635590269488,0.7803452264095391,0.7918093266857928,0.8233162339394922,0.8071720473295011,0.8513444868672874,0.8551189383811705,0.8285451084751626,0.848286896475277,0.8766725093284536,0.8751374332007019,1.0,0.9002296235195925,0.788228106498412,0.9593248367501124,0.962496706663396,0.9503325482898213,0.9537032592478504,0.961713493876602,0.9228891132575893,0.958029086440068,0.9674994996460875,0.9184092339503483,0.9061016602406791,0.917673555687698,0.9266457282427232,0.8671057574570699,0.9624241092738954,0.9497609387739896,0.8837744167960853,0.964750636577491,0.9430539959713369,0.9074103184998874,0.8912948792298001,0.9541569638676118,0.9420346026520646,0.9482721463176964,0.9453310209366743,0.9082199839040977,0.9479351284448816,0.7933502636481012,0.9499892645947391,0.962599799619989,0.9598386624899705,0.8228123448974916,-0.09625549526443228,,0.010439457220354892,0.3756181802373726,0.2897549945732769,0.2755829884296865,0.08345134011253567,0.07752501711363144
Cells - Cultured fibroblasts_GTExTPM,0.0007907073912928095,0.2830709335990491,0.8994186717270832,0.8977621840466453,0.8831035254218732,0.8873519163148276,0.8899600759487174,0.8844467943458562,0.9077210780593304,0.8099395789046182,0.7939565410261955,0.8017340830777013,0.7690635179888363,0.7737256702849928,0.7894062134690263,0.781951593874603,0.81137029158353,0.8175271115591015,0.7937456269076886,0.8024868216003689,0.8378204560166718,0.8285879115779894,0.9002296235195925,1.0,0.8272827722258255,0.8988005708082137,0.8946275025207634,0.891776651272001,0.8967016014875855,0.8935952346280025,0.8893494504578668,0.8940061802763817,0.8872037585641478,0.8484548968559866,0.8410919290827741,0.849100941521837,0.8559783084928494,0.8294787090308405,0.883297022987949,0.8898724641344645,0.8433798785026937,0.8920792343659026,0.8977922008284281,0.8618950089174694,0.8443192578898228,0.8795650947134644,0.8894208738937303,0.8906907018694341,0.8885264737410625,0.8572890165438418,0.8893817156145657,0.7862159139561339,0.8759696967327709,0.8969143725321844,0.8981406969089301,0.8081774166350668,-0.08707455445106058,,0.05969617414723852,0.37525716084427124,0.3039602442542544,0.2821130116346085,0.05950824688663083,0.04787561378523135
Cells - EBV-transformed lymphocytes_GTExTPM,0.01413928407231595,0.24068018702970395,0.7811763085528272,0.7808715763715142,0.8113346005615926,0.7473659061496505,0.758978442089515,0.7451749683825475,0.7930636641411299,0.7646281926702695,0.7501285742003386,0.7560088056074187,0.7584249141010032,0.7559621086150072,0.7514448979999883,0.7470903909666853,0.7686023221054599,0.7814089862239977,0.7585564380202234,0.7571875545016422,0.8053824383143009,0.784797189353878,0.788228106498412,0.8272827722258255,1.0,0.7699651208459404,0.7719323233927023,0.7750037351355885,0.8088116153425837,0.7701541624253055,0.8235489447385254,0.7738398995239634,0.7721025660390468,0.7386938994371048,0.7437813297586024,0.7769228919091766,0.7886352360610553,0.792968861908964,0.7954439509810965,0.8156725175095882,0.782343516098044,0.7737372278079724,0.7901518287977201,0.8146219844245581,0.8002662251849377,0.7834021117107373,0.8148757945491705,0.8081296487609069,0.8413025857261321,0.861113948889346,0.81889622538333,0.7596492091914876,0.7930374124958772,0.7713082591869999,0.786398568163155,0.887348876876182,-0.02365799649779444,,-0.01650667780231389,0.31098317857230057,0.23987996843792306,0.24219849870420165,0.0014390683850959078,-0.007767762889118061
Cervix - Ectocervix_GTExTPM,0.009811310311300264,0.30156134677804725,0.9532018080151494,0.9498470218868583,0.9059968596742598,0.9481525747800967,0.9545332151272246,0.9485182907957032,0.9716829039070286,0.8444070800572138,0.8233084473412947,0.8380525698566642,0.7905476631164265,0.8026634472963547,0.821397504287397,0.804365781635858,0.8458550633078318,0.8519225838026692,0.8277214916109229,0.8406956845910599,0.8623365482657689,0.8648756690683433,0.9593248367501124,0.8988005708082137,0.7699651208459404,1.0,0.9932848198537657,0.9605852012962505,0.9460279200381753,0.9602979785666506,0.9050305691379062,0.9550690348810654,0.9776385090153107,0.902773330929892,0.8874836753251583,0.8849952037874461,0.896766473581256,0.8446459479010429,0.9359255163673155,0.9203871369944936,0.865584466203609,0.9526060567966126,0.963889227626898,0.889688231549186,0.8896155429219355,0.9556696936564166,0.9197082842938977,0.9244350487969016,0.9232921626071875,0.8888145173250168,0.9271850225985021,0.7972336858064489,0.9335188815236954,0.9841600290662208,0.9676539976937892,0.8022167000735276,-0.09324106070000779,,0.005081061385672777,0.37392766565144164,0.2743482388869929,0.2814499200383266,0.09096255320803143,0.07662319256520389
Cervix - Endocervix_GTExTPM,0.014254915716068288,0.3010668966626334,0.9540029060244161,0.9534922511553015,0.9100318211035358,0.9489176564405319,0.9562355561726182,0.9476711027125742,0.9723844233386132,0.8473218620582443,0.8267512984678927,0.8419068395746374,0.7909593359987732,0.8039889895342601,0.8254791753288319,0.8074922292975326,0.8490199761733431,0.8559615703727963,0.8320719964390376,0.8445939160162064,0.8639650768781738,0.8675047746246465,0.962496706663396,0.8946275025207634,0.7719323233927023,0.9932848198537657,1.0,0.9621227934363996,0.9498416816058081,0.961729892324924,0.9018656214254785,0.9565257772746606,0.9827009680629848,0.9052667987168976,0.8881298469009519,0.89169036134051,0.9055966238218895,0.8461772081532112,0.9414292878962291,0.9242729340345301,0.8652536146659651,0.9544113377798014,0.9663767067130589,0.8951961824638378,0.8959635479330401,0.9604358053729923,0.9159558714135309,0.9205705325462059,0.9279472057667214,0.8947935425578766,0.9315690960182772,0.8005928321894371,0.9386241773689127,0.9867616634273146,0.9633640581077046,0.8062279635254511,-0.09693975504205414,,0.0013421723625247517,0.3700548688914964,0.27040049417544004,0.2761386554976972,0.06921241393855254,0.07918299216066872
Colon - Sigmoid_GTExTPM,0.0005976282929027708,0.31829143857902514,0.9452758939994623,0.9432859963885574,0.908714097162958,0.9528240689884495,0.9560243745849656,0.955650076964214,0.9752891543606428,0.8644643527515227,0.8460374710181343,0.8611767703627008,0.805641285993618,0.8158988564286875,0.8437950134591233,0.82973094554326,0.8656069563794299,0.8701621474222727,0.8512143829228491,0.8634748923953008,0.8813468759713974,0.8824464561502826,0.9503325482898213,0.891776651272001,0.7750037351355885,0.9605852012962505,0.9621227934363996,1.0,0.9657929058841369,0.9849742660706133,0.9006204946048745,0.9831763828554505,0.9632274450676942,0.9184207812368597,0.9080202877321231,0.8837216171559374,0.8946309883148547,0.8453328875686522,0.9348494692693966,0.9167953408027185,0.8862767823481974,0.946619903059056,0.9428647784525903,0.8870391071728749,0.8858887570990106,0.9485577349547013,0.9116608637247456,0.9159573170234147,0.925769231111345,0.8880380651835167,0.9346563197943724,0.7947271375069956,0.9230151236794406,0.9689836799957996,0.9414995553456413,0.8053238517369966,-0.08272808275417022,,0.0191247543210742,0.3939374944704114,0.2802977716309025,0.30112096768745145,0.10840405649845686,0.07643472836732129
Colon - Transverse_GTExTPM,0.006229629235975526,0.2911871347827956,0.9397782245516187,0.9410598758304404,0.9203686681871683,0.9314662573502961,0.9389110622867372,0.9297305814725491,0.9679966275203702,0.8537127137038846,0.8339338679414973,0.8501672056125805,0.795188689922921,0.8063345630120574,0.8343164090386682,0.818767847665203,0.8569172266296594,0.8614510547412605,0.8395897281359463,0.8532333698570034,0.8770107496069167,0.8753382457091384,0.9537032592478504,0.8967016014875855,0.8088116153425837,0.9460279200381753,0.9498416816058081,0.9657929058841369,1.0,0.9583596344005552,0.9362321315860277,0.9567924743576249,0.9508674935878537,0.9049417991302398,0.8962113422412117,0.9162657204737612,0.9230279866897652,0.8701678257638767,0.9454317084198808,0.9466818528835831,0.8780658445244464,0.9341078963674644,0.9277543437658116,0.9181592488465616,0.8943152593242887,0.9558399011489048,0.9338023188428609,0.9364978479581413,0.9717738331829702,0.9104666414678223,0.9662748012163744,0.8005539916838224,0.9322724660017573,0.9472610416552135,0.9548862547833077,0.8315627646081016,-0.09177993177911588,,0.040250408263034124,0.38378277214173245,0.2877718644714953,0.28252083410099976,0.05720544852276117,0.08031022518152932
Esophagus - Gastroesophageal Junction_GTExTPM,-0.0028600583296397716,0.31656130163012863,0.9576503296414809,0.9554637740247514,0.9098871007538515,0.9648646657520574,0.9696734115548128,0.966680147972594,0.9748922692096156,0.8593148677459987,0.8398909253866608,0.8556487778122471,0.798101821486651,0.808842295262405,0.838523347952748,0.8233185718373806,0.8603147936775438,0.8641915533000588,0.8440093203004486,0.8587584877391778,0.8782314708632263,0.8806842149131627,0.961713493876602,0.8935952346280025,0.7701541624253055,0.9602979785666506,0.961729892324924,0.9849742660706133,0.9583596344005552,1.0,0.9077965401436785,0.9977968816054377,0.9690410433455368,0.9269431620974059,0.9174004411428407,0.8904227738566477,0.8997187058736708,0.8471242105641402,0.9431985322680613,0.922908530444495,0.8908501677994464,0.9575341570201409,0.9468845075044428,0.8900024577571938,0.8901979225007831,0.9494781966297259,0.9155093216909602,0.9210481707521095,0.9281447210413493,0.8890751367759009,0.9400749288968285,0.7933704955568621,0.9313238150127411,0.9699276710211783,0.9437972753217642,0.8051135875494579,-0.08315293560163395,,0.030009424206079494,0.3852747754681528,0.2823848193474998,0.2932102539555536,0.10598674072908904,0.08393727199324039
Esophagus - Mucosa_GTExTPM,0.012645203968586576,0.261335193316527,0.901941147241236,0.9034166246497483,0.896364406210761,0.8854161431282939,0.8924356103245565,0.8833721078880381,0.925376604858646,0.830154788482151,0.8093629678559888,0.8228506385832947,0.7812922641630918,0.7912361044647926,0.8102711471874582,0.7949812664889341,0.8326502076417344,0.8384185555348325,0.8143963383956262,0.8259130776630716,0.8552960890472585,0.8512207304745232,0.9228891132575893,0.8893494504578668,0.8235489447385254,0.9050305691379062,0.9018656214254785,0.9006204946048745,0.9362321315860277,0.9077965401436785,1.0,0.9091791002629478,0.9088640913185805,0.8682347268063636,0.8677545557409274,0.8887727256558139,0.9017545432688363,0.8646019557089506,0.9167460870126958,0.9479380037714549,0.8577436932707377,0.8970219889470962,0.8936381150151673,0.903734251728439,0.8759158197599857,0.9275899037125699,0.9658421538492812,0.9635459614981381,0.9316956337700242,0.89092048997732,0.943605410886844,0.7977875753004119,0.9105017017194181,0.9018798122476305,0.9652111983911226,0.8371694236722602,-0.0722716484708697,,0.07457192342726687,0.35985547157872083,0.3005072603507184,0.27158905021198165,0.06722932641345858,0.04224019767268549
Esophagus - Muscularis_GTExTPM,-0.0039035877161304492,0.3157136457988105,0.9539558080404921,0.9515371500681562,0.910729167730432,0.9613659810846545,0.9661751064312057,0.9637804388673049,0.9721713966002633,0.8619079271399418,0.8425614961142951,0.8577275088135479,0.8005389976786459,0.8108371725889391,0.8411083871350832,0.8265506318893018,0.8631052804874605,0.8668387708150849,0.8464821992399423,0.8609926330991563,0.8799743791816442,0.883465645640719,0.958029086440068,0.8940061802763817,0.7738398995239634,0.9550690348810654,0.9565257772746606,0.9831763828554505,0.9567924743576249,0.9977968816054377,0.9091791002629478,1.0,0.9643796420324333,0.9245331228474367,0.9171805495844693,0.8892786540055581,0.8983746741496347,0.8470327076069943,0.9410695817890693,0.9229709026745828,0.8921512929868891,0.9535300242736403,0.9420632255075475,0.8893120123609456,0.8895472140825265,0.9477425938963094,0.914744913860567,0.9201648393443596,0.9264766283068367,0.8890480429848695,0.9388372619609076,0.7946087433906043,0.9284994851065843,0.9661656264770084,0.9408773465012374,0.8073317028873463,-0.08681399668012252,,0.03403912081253504,0.38769172339915065,0.2822319684436848,0.2966502119116056,0.10802795362062027,0.08327877995777026
Fallopian Tube_GTExTPM,0.012888524208955933,0.29202716078841773,0.9554200606731381,0.9589691772213115,0.912341312058012,0.95095583612788,0.957933386103098,0.9499165503259988,0.9707387324644204,0.843396285015998,0.8224962720237936,0.8406062919296766,0.7883006266288078,0.8012328451444009,0.822526958150667,0.8036665427607672,0.8459676283767135,0.8520998866863665,0.830404183780583,0.8431457939758474,0.8644452162783016,0.8644704059028903,0.9674994996460875,0.8872037585641478,0.7721025660390468,0.9776385090153107,0.9827009680629848,0.9632274450676942,0.9508674935878537,0.9690410433455368,0.9088640913185805,0.9643796420324333,1.0,0.9078577513076754,0.891760328378067,0.8984553601263751,0.9133988113169922,0.8473565119118592,0.9456948233640873,0.9249297097770182,0.871667132393661,0.9536604127208934,0.9635925118397678,0.8967283284983977,0.8945805022141395,0.9559813960220856,0.9188959344331012,0.9235077187636046,0.9313443085344065,0.8998369792385557,0.935146198325792,0.801617376555069,0.9383370972347642,0.9866592848971333,0.9572592721782749,0.8085739411840336,-0.08567568375133482,,0.007576492277712491,0.36795431301322434,0.2655128796095113,0.2728188496431646,0.08764373086718451,0.07552492276757625
Heart - Atrial Appendage_GTExTPM,-0.006023564702007996,0.3051364660168104,0.9111059504476975,0.9175017219906207,0.8818361690649311,0.9157516688006339,0.9315484670008891,0.9161192414628949,0.9165217490106161,0.8499551577571228,0.8335842304620534,0.8456223538704184,0.7847503298130245,0.79552300187927,0.8314711979104368,0.8183968116781973,0.8497315668221701,0.8559051890281797,0.8327692487062804,0.8489917406272594,0.856298115130998,0.8686307001986804,0.9184092339503483,0.8484548968559866,0.7386938994371048,0.902773330929892,0.9052667987168976,0.9184207812368597,0.9049417991302398,0.9269431620974059,0.8682347268063636,0.9245331228474367,0.9078577513076754,1.0,0.9783384080054449,0.8632789817495148,0.867743569246231,0.8232979270381162,0.9072844858630134,0.8995353381089167,0.8974263080088046,0.9093723354858462,0.8951493628205962,0.8639314351480286,0.8749544171932497,0.9113781140395304,0.879592672889711,0.8840328347065236,0.8820099880138997,0.8549106365056391,0.8975381093685348,0.763315044437792,0.9012031304175034,0.9104369460247086,0.899539763298485,0.7680665298732245,-0.11838340185540183,,0.052231854230983296,0.36515795926619915,0.3069128550392154,0.23836905090170166,0.08158032327077291,0.11000980898235865
Heart - Left Ventricle_GTExTPM,-0.006417983585660081,0.30382648788899513,0.9010329399088222,0.9021065444059166,0.8753448499009269,0.897749318996714,0.91416758713778,0.9026358827892047,0.9041178722614848,0.8506425687041703,0.8348727083880424,0.8445855149181308,0.7853788807333797,0.7938285398201774,0.8329868399565845,0.8210054984138356,0.8505357566007976,0.8545304095348212,0.8335159515475096,0.8481450885529802,0.8543554240622684,0.8678822552270321,0.9061016602406791,0.8410919290827741,0.7437813297586024,0.8874836753251583,0.8881298469009519,0.9080202877321231,0.8962113422412117,0.9174004411428407,0.8677545557409274,0.9171805495844693,0.891760328378067,0.9783384080054449,1.0,0.8603623549658627,0.8649673556374357,0.8301343879043036,0.889682159826812,0.8891614551925484,0.9172109137161971,0.8946789741419229,0.8776302807281361,0.865539791578878,0.8633519959699677,0.894919986784889,0.8761152092523847,0.8806173565236465,0.8750186839130978,0.8497302308281786,0.8962999576031302,0.764533560623703,0.8927017877214671,0.8984953524653609,0.8891430012106265,0.7690030455779916,-0.10974034749380715,,0.022235526617589232,0.3642784117133448,0.29506280294228915,0.24218740481878967,0.09707120301487818,0.09319350744818741
Kidney - Cortex_GTExTPM,0.002352177179871869,0.27599541056518706,0.9008701049341451,0.9060990929855822,0.9046624239772861,0.8781735083760555,0.8902420341550895,0.8697387674614201,0.9021333572667022,0.8311101205917368,0.813189228640825,0.827184913834832,0.7692814129133212,0.7795366624967842,0.813921900544042,0.7982490883207931,0.8335646811576273,0.8433514802447634,0.8166847912477745,0.8299686102686298,0.8544959187879692,0.8532425099199502,0.917673555687698,0.849100941521837,0.7769228919091766,0.8849952037874461,0.89169036134051,0.8837216171559374,0.9162657204737612,0.8904227738566477,0.8887727256558139,0.8892786540055581,0.8984553601263751,0.8632789817495148,0.8603623549658627,1.0,0.9794773289423593,0.8929467535303022,0.9094667364916535,0.9057183825064101,0.8424600777462399,0.8951530892871162,0.8799854622684378,0.907642880272604,0.8812450111852508,0.9101080229939856,0.8894064977755793,0.8911807534089382,0.9208207155434579,0.8875714474748714,0.9237568775724241,0.7847379268756979,0.9210450786892002,0.8860295940309196,0.8964164344512963,0.8116464239185636,-0.08360355313882545,,0.06061456478850742,0.3245418506868363,0.2773677660054043,0.21356438563098437,0.033768719803169235,0.07332854369802701
Kidney - Medulla_GTExTPM,0.009948728873306582,0.26872989757771,0.9084139053679188,0.9141342139341173,0.9036008438473253,0.8864578030652049,0.8971242238942267,0.8794650158983677,0.9121568655317611,0.8372889181667182,0.8180280317874873,0.830164948314611,0.7758433670709233,0.7857041095782091,0.8185629691545493,0.8024702803678994,0.8397585902689138,0.8490254984742015,0.8204754903008131,0.8336008388325743,0.8619361167183386,0.8601945256387871,0.9266457282427232,0.8559783084928494,0.7886352360610553,0.896766473581256,0.9055966238218895,0.8946309883148547,0.9230279866897652,0.8997187058736708,0.9017545432688363,0.8983746741496347,0.9133988113169922,0.867743569246231,0.8649673556374357,0.9794773289423593,1.0,0.8760628686938199,0.9174512708037091,0.9163354696518515,0.8460642343264828,0.9025294729417354,0.8896717474161082,0.9127229474391736,0.8864696457884458,0.9219292046747268,0.9009236174628343,0.9023300685883788,0.9229944554061195,0.8945178505931431,0.9335112338145727,0.7942081004271826,0.9283641683878708,0.8989808745786277,0.9077946014950696,0.8102879139298192,-0.09459046617553946,,0.04213974886385216,0.33941994468416425,0.2773122555694573,0.23269546694512666,0.041207191124883594,0.06133560897239687
Liver_GTExTPM,0.0043061692436784085,0.2640525676830488,0.8563874490661245,0.8608705556653662,0.8712419016230273,0.8281137375405311,0.8434665179618938,0.8265378552013057,0.8592710315407986,0.7985081228436565,0.7813965744351349,0.7932351519335155,0.7593016016136408,0.7666925342974079,0.7831282764118803,0.7699460379674784,0.8000759782679746,0.8096180306635061,0.7850595340387769,0.7955326431609561,0.822460703290936,0.8196927482737281,0.8671057574570699,0.8294787090308405,0.792968861908964,0.8446459479010429,0.8461772081532112,0.8453328875686522,0.8701678257638767,0.8471242105641402,0.8646019557089506,0.8470327076069943,0.8473565119118592,0.8232979270381162,0.8301343879043036,0.8929467535303022,0.8760628686938199,1.0,0.8623458412302563,0.8747559456863752,0.8341458540003874,0.8496426220492902,0.8524665156693714,0.8885534981804192,0.843781297956669,0.8642772891405702,0.8626008063635697,0.8592166602591995,0.8869316623025779,0.8635142637183242,0.8946736661138075,0.7603257964936205,0.8607838556514451,0.8401076907710936,0.8591940949573146,0.8199157199215529,-0.07953292459777048,,0.035834928420944365,0.29390679885577264,0.26465631086585106,0.18990435374152773,0.04559620555638753,0.06545250499657733
Lung_GTExTPM,-0.005956147648805554,0.29831233112964495,0.954891352132224,0.9604474123336924,0.9054734043815236,0.9315317737043701,0.9461995343257882,0.9251788939011422,0.9483224831805729,0.8406204048591374,0.8188736539785805,0.836867216186672,0.7708269748924822,0.7834281598191554,0.8192425132728042,0.8021669593204805,0.8430229519683109,0.848885558908228,0.8227000642786706,0.841436250285503,0.8663256393350136,0.8675952361201933,0.9624241092738954,0.883297022987949,0.7954439509810965,0.9359255163673155,0.9414292878962291,0.9348494692693966,0.9454317084198808,0.9431985322680613,0.9167460870126958,0.9410695817890693,0.9456948233640873,0.9072844858630134,0.889682159826812,0.9094667364916535,0.9174512708037091,0.8623458412302563,1.0,0.935825248649144,0.8579421315414485,0.9376317599081154,0.9179879801615171,0.9031866941008605,0.8816958893426625,0.9414939669729793,0.9249832423050813,0.9293934314058676,0.9446084026456131,0.9271386787187519,0.9428498602593519,0.7765500543991855,0.937947193268761,0.9388088493924628,0.9420142302028244,0.8471678870805028,-0.12433954753505166,,0.005582990564605921,0.37512157621755926,0.30720155600362564,0.2734582376283732,0.07764699425122232,0.09635657247620513
Minor Salivary Gland_GTExTPM,0.005819272173956175,0.28962297005642407,0.9244561156891193,0.9249691346500121,0.9088826279423634,0.9061679497321313,0.9171927021890361,0.9037294059415062,0.9368520504210402,0.8533200269587398,0.8314731213929674,0.843849676199214,0.8022541454263297,0.8122920753451883,0.83050383866852,0.8160803316092716,0.8557892004212653,0.8611887842717487,0.83295732045779,0.8476675034976319,0.8714142483030122,0.8749179164394706,0.9497609387739896,0.8898724641344645,0.8156725175095882,0.9203871369944936,0.9242729340345301,0.9167953408027185,0.9466818528835831,0.922908530444495,0.9479380037714549,0.9229709026745828,0.9249297097770182,0.8995353381089167,0.8891614551925484,0.9057183825064101,0.9163354696518515,0.8747559456863752,0.935825248649144,1.0,0.8721682736138225,0.9256386019998929,0.9164269535051034,0.9312369854136088,0.9029023705009325,0.9571896972304168,0.9519999070053928,0.9533800699344834,0.9416646218725443,0.9016394242971579,0.957518462669304,0.7957936188341511,0.9359943719241566,0.9167640236162261,0.9488282399155961,0.8371220573460887,-0.10155387979384774,,0.04747024234772677,0.37318367215065723,0.3034975068633735,0.28206098655092066,0.08004665931337265,0.05659433377530103
Muscle - Skeletal_GTExTPM,0.0033330117312300135,0.3025133453196708,0.8824928278784643,0.8747469974831996,0.8629263517437096,0.8672016702995132,0.8770465922015548,0.878709202171117,0.8836915810391643,0.8327013951842465,0.8203415897660872,0.8295643976296216,0.796649895234285,0.8018287435744307,0.8209718055574131,0.8116340761461456,0.835195221500719,0.8390288561916439,0.8195819129976785,0.8315990250016457,0.8490524773609092,0.8506749814911336,0.8837744167960853,0.8433798785026937,0.782343516098044,0.865584466203609,0.8652536146659651,0.8862767823481974,0.8780658445244464,0.8908501677994464,0.8577436932707377,0.8921512929868891,0.871667132393661,0.8974263080088046,0.9172109137161971,0.8424600777462399,0.8460642343264828,0.8341458540003874,0.8579421315414485,0.8721682736138225,1.0,0.8771997272943027,0.8685553408424715,0.8559179663338773,0.8410262979710904,0.8688996785920011,0.869862684136076,0.8727797046835164,0.8633397061690671,0.835668235948807,0.8815026059294399,0.7672502117641162,0.867321391766637,0.8763032686807699,0.8647358883875191,0.8017033458285752,-0.046354679007526746,,0.03445078177683449,0.3709569979452933,0.2648664066296328,0.2637239244238317,0.15186749280618322,0.05973349685719578
Nerve - Tibial_GTExTPM,0.0012497704739109195,0.3150226534187262,0.9625142102074234,0.9563277904751224,0.9037414001131224,0.9438317744352277,0.9566317568627053,0.9461752829551691,0.9532657202992395,0.8629090553972802,0.8386101256671311,0.855508923854184,0.7907220048931882,0.8036059364091187,0.836756479459699,0.8192415002418384,0.865248937344342,0.8672356126169716,0.8416442732393695,0.8595050824581169,0.8887617902974112,0.8879579056027096,0.964750636577491,0.8920792343659026,0.7737372278079724,0.9526060567966126,0.9544113377798014,0.946619903059056,0.9341078963674644,0.9575341570201409,0.8970219889470962,0.9535300242736403,0.9536604127208934,0.9093723354858462,0.8946789741419229,0.8951530892871162,0.9025294729417354,0.8496426220492902,0.9376317599081154,0.9256386019998929,0.8771997272943027,1.0,0.9455595554933496,0.8865572731464201,0.885696950675391,0.9379717716604286,0.9210511121992581,0.9266662968726462,0.9240339269944006,0.8900924974750941,0.9273186847825041,0.7920619216377375,0.9387866404829612,0.9514641607785764,0.9391533038095983,0.8034222567103431,-0.0921228011183258,,0.031545946209265305,0.37266865241771885,0.28945543627779446,0.2792341485492633,0.10986798761392724,0.07346682286712843
