geneId	geneSymbol	score	humanScore	mouseScore	fishScore	ppiScore	Candidate Matches		
373	TRIM23	0.501456265	0	0	0	0.501456265	FALSE		
144195	SLC2A14	0.501454929	0	0	0	0.501454929	FALSE		
285440	CYP4V2	0.501454349	0	0	0	0.501454349	FALSE		
1960	EGR3	0.501452548	0	0	0	0.501452548	FALSE		
9341	VAMP3	0.501452462	0	0	0	0.501452462	FALSE		
6236	RRAD	0.501451837	0	0.465944823	0	0.501451837	FALSE		
125476	INO80C	0.501451412	0	0	0	0.501451412	FALSE		
57404	CYP20A1	0.501451052	0	0	0	0.501451052	FALSE		
1580	CYP4B1	0.501451052	0	0	0	0.501451052	FALSE		
260293	CYP4X1	0.501451052	0	0	0	0.501451052	FALSE		
199974	CYP4Z1	0.501451052	0	0	0	0.501451052	FALSE		
153478	PLEKHG4B	0.501446779	0	0	0	0.501446779	FALSE		
3054	HCFC1	0.501446457	0	0	0	0.501446457	FALSE		
51655	RASD1	0.501445199	0	0	0	0.501445199	FALSE		
309	ANXA6	0.501444375	0	0.442034071	0	0.501444375	FALSE		
50508	NOX3	0.501443571	0	0	0	0.501443571	FALSE		
6139	RPL17	0.501441977	0	0	0	0.501441977	FALSE		
10318	TNIP1	0.501440204	0	0.48914017	0	0.501440204	FALSE		
317719	KLHL10	0.501437966	0	0	0	0.501437966	FALSE		
51303	FKBP11	0.501437944	0	0	0	0.501437944	FALSE		
30835	CD209	0.501437668	0	0	0	0.501437668	FALSE		
100526842	RPL17-C18orf32	0.501437441	0	0	0	0.501437441	FALSE		
29093	MRPL22	0.501436493	0	0	0	0.501436493	FALSE		
89790	SIGLEC10	0.501435391	0	0	0	0.501435391	FALSE		
2905	GRIN2C	0.501431206	0	0	0	0.501431206	FALSE		
5900	RALGDS	0.501430755	0	0	0	0.501430755	FALSE		
7051	TGM1	0.501430022	0	0	0	0.501430022	FALSE		
53339	BTBD1	0.50142935	0	0	0	0.50142935	FALSE		
1119	CHKA	0.501429021	0	0	0	0.501429021	FALSE		
10195	ALG3	0.50142865	0	0	0	0.50142865	FALSE		
54881	TEX10	0.501428603	0	0	0	0.501428603	FALSE		
124944	C17orf49	0.501426191	0	0	0	0.501426191	FALSE		
387521	TMEM189	0.501425988	0	0	0	0.501425988	FALSE		
81887	LAS1L	0.501422459	0	0	0	0.501422459	FALSE		
284058	KANSL1	0.501422018	0	0	0	0.501422018	FALSE		
93974	ATP5IF1	0.501421262	0	0	0	0.501421262	FALSE		
55037	PTCD3	0.50141794	0	0	0	0.50141794	FALSE		
2180	ACSL1	0.501416618	0	0	0	0.501416618	FALSE		
4084	MXD1	0.501409658	0	0	0	0.501409658	FALSE		
384	ARG2	0.501407658	0	0	0	0.501407658	FALSE		
147040	KCTD11	0.501405172	0	0	0	0.501405172	FALSE		
57407	NMRAL1	0.501403747	0	0	0	0.501403747	FALSE		
30846	EHD2	0.501398346	0	0	0	0.501398346	FALSE		
7352	UCP3	0.501398248	0	0	0	0.501398248	FALSE		
9055	PRC1	0.501396696	0	0	0	0.501396696	FALSE		
994	CDC25B	0.501396026	0	0	0	0.501396026	FALSE		
252983	STXBP4	0.501393558	0	0	0	0.501393558	FALSE		
6199	RPS6KB2	0.50139075	0	0	0	0.50139075	FALSE		
57731	SPTBN4	0.501389789	0	0	0	0.501389789	FALSE		
79813	EHMT1	0.501385526	0	0	0	0.501385526	FALSE		
51332	SPTBN5	0.501383355	0	0	0	0.501383355	FALSE		
23189	KANK1	0.501381117	0	0	0	0.501381117	FALSE		
26520	TIMM9	0.501378538	0	0	0	0.501378538	FALSE		
7407	VARS	0.501378444	0	0	0	0.501378444	FALSE		
5341	PLEK	0.501374064	0	0	0	0.501374064	FALSE		
7179	TPTE	0.501373968	0	0	0	0.501373968	FALSE		
51703	ACSL5	0.501370372	0	0	0	0.501370372	FALSE		
899	CCNF	0.501369204	0	0	0	0.501369204	FALSE		
55206	SBNO1	0.501368834	0	0.424099156	0	0.501368834	FALSE		
4207	BORCS8-MEF2B	0.501368027	0	0	0	0.501368027	FALSE		
115861	NXNL1	0.501367623	0	0	0	0.501367623	FALSE		
64641	EBF2	0.501367015	0	0	0	0.501367015	FALSE		
83463	MXD3	0.501366916	0	0	0	0.501366916	FALSE		
51070	NOSIP	0.501363915	0	0	0	0.501363915	FALSE		
2181	ACSL3	0.501360133	0	0	0	0.501360133	FALSE		
463	ZFHX3	0.501359639	0	0	0	0.501359639	FALSE		
22904	SBNO2	0.501356421	0	0	0	0.501356421	FALSE		
8036	SHOC2	0.501353592	0	0	0	0.501353592	FALSE		
8464	SUPT3H	0.501351989	0	0	0	0.501351989	FALSE		
5584	PRKCI	0.501349076	0	0	0	0.501349076	FALSE		
23305	ACSL6	0.501348999	0	0	0	0.501348999	FALSE		
80325	ABTB1	0.50134828	0	0	0	0.50134828	FALSE		
891	CCNB1	0.501347225	0	0	0	0.501347225	FALSE		
2001	ELF5	0.501346366	0	0	0	0.501346366	FALSE		
51529	ANAPC11	0.501346124	0	0	0	0.501346124	FALSE		
6883	TAF12	0.501345664	0	0	0	0.501345664	FALSE		
154043	CNKSR3	0.501345172	0	0	0	0.501345172	FALSE		
5292	PIM1	0.501341163	0	0	0	0.501341163	FALSE		
57593	EBF4	0.501340174	0	0	0	0.501340174	FALSE		
253738	EBF3	0.501339839	0	0	0	0.501339839	FALSE		
55790	CSGALNACT1	0.501339046	0	0	0	0.501339046	FALSE		
93492	TPTE2	0.501336124	0	0	0	0.501336124	FALSE		
4774	NFIA	0.501330294	0	0	0	0.501330294	FALSE		
9744	ACAP1	0.501330241	0	0	0	0.501330241	FALSE		
8174	MADCAM1	0.501329911	0	0	0	0.501329911	FALSE		
9770	RASSF2	0.501329326	0	0	0	0.501329326	FALSE		
257397	TAB3	0.501328705	0	0	0	0.501328705	FALSE		
22795	NID2	0.501327775	0	0	0	0.501327775	FALSE		
939	CD27	0.501326391	0	0	0	0.501326391	FALSE		
993	CDC25A	0.501326106	0	0	0	0.501326106	FALSE		
79776	ZFHX4	0.501325367	0	0	0	0.501325367	FALSE		
29880	ALG5	0.501325036	0	0	0	0.501325036	FALSE		
55997	CFC1	0.501324639	0	0	0	0.501324639	FALSE		
4065	LY75	0.501323354	0	0	0	0.501323354	FALSE		
55016	Mar-01	0.501322709	0	0	0	0.501322709	FALSE		
5862	RAB2A	0.501318455	0	0	0	0.501318455	FALSE		
9913	SUPT7L	0.501317897	0	0	0	0.501317897	FALSE		
4255	MGMT	0.501315941	0	0	0	0.501315941	FALSE		
4335	MNT	0.501314961	0	0	0	0.501314961	FALSE		
1649	DDIT3	0.501312452	0	0	0	0.501312452	FALSE		
23542	MAPK8IP2	0.501310571	0	0	0	0.501310571	FALSE		
81616	ACSBG2	0.501309103	0	0	0	0.501309103	FALSE		
8886	DDX18	0.501307539	0	0	0	0.501307539	FALSE		
55208	DCUN1D2	0.501305948	0	0	0	0.501305948	FALSE		
5189	PEX1	0.50130527	0	0	0	0.50130527	FALSE		
6136	RPL12	0.501304539	0	0	0	0.501304539	FALSE		
1478	CSTF2	0.501304418	0	0	0	0.501304418	FALSE		
84259	DCUN1D5	0.501303157	0	0	0	0.501303157	FALSE		
1991	ELANE	0.501302391	0	0	0	0.501302391	FALSE		
5646	PRSS3	0.501299776	0	0	0	0.501299776	FALSE		
78987	CRELD1	0.501298991	0	0	0	0.501298991	FALSE		
9982	FGFBP1	0.501296755	0	0	0	0.501296755	FALSE		
5150	PDE7A	0.501294675	0	0	0	0.501294675	FALSE		
6401	SELE	0.501294284	0	0	0	0.501294284	FALSE		
2672	GFI1	0.501294219	0	0	0	0.501294219	FALSE		
6181	RPLP2	0.501289971	0	0	0	0.501289971	FALSE		
30845	EHD3	0.501288167	0	0	0	0.501288167	FALSE		
27115	PDE7B	0.501286171	0	0	0	0.501286171	FALSE		
6875	TAF4B	0.501284291	0	0	0	0.501284291	FALSE		
6152	RPL24	0.501284102	0	0.489137462	0	0.501284102	FALSE		
648	BMI1	0.501281085	0	0	0	0.501281085	FALSE		
6520	SLC3A2	0.501279708	0	0	0	0.501279708	FALSE		
6120	RPE	0.501278591	0	0	0	0.501278591	FALSE		
55244	SLC47A1	0.501278361	0	0	0	0.501278361	FALSE		
8165	AKAP1	0.501278221	0	0	0	0.501278221	FALSE		
11274	USP18	0.501277621	0	0.396248826	0	0.501277621	FALSE		
5549	PRELP	0.501276415	0	0	0	0.501276415	FALSE		
3297	HSF1	0.501274747	0	0	0	0.501274747	FALSE		
586	BCAT1	0.50127416	0	0	0	0.50127416	FALSE		
24137	KIF4A	0.501274112	0	0	0	0.501274112	FALSE		
64856	VWA1	0.501273966	0	0	0	0.501273966	FALSE		
2526	FUT4	0.501271783	0	0	0	0.501271783	FALSE		
6159	RPL29	0.50126961	0	0	0	0.50126961	FALSE		
10724	OGA	0.501268079	0	0	0	0.501268079	FALSE		
8871	SYNJ2	0.501265903	0	0	0	0.501265903	FALSE		
3158	HMGCS2	0.501265019	0	0	0	0.501265019	FALSE		
30	ACAA1	0.501264887	0	0	0	0.501264887	FALSE		
200845	KCTD6	0.50126463	0	0	0	0.50126463	FALSE		
25841	ABTB2	0.501264579	0	0	0	0.501264579	FALSE		
6135	RPL11	0.501261861	0	0	0	0.501261861	FALSE		
5757	PTMA	0.501261356	0	0	0	0.501261356	FALSE		
7083	TK1	0.501260978	0	0.467389616	0	0.501260978	FALSE		
57823	SLAMF7	0.501260471	0	0	0	0.501260471	FALSE		
4953	ODC1	0.50126036	0	0	0	0.50126036	FALSE		
5288	PIK3C2G	0.501260161	0	0	0	0.501260161	FALSE		
123879	DCUN1D3	0.501258952	0	0	0	0.501258952	FALSE		
1104	RCC1	0.501257565	0	0	0	0.501257565	FALSE		
54852	PAQR5	0.501255658	0	0	0	0.501255658	FALSE		
5213	PFKM	0.50125558	0	0	0	0.50125558	FALSE		
84233	TMEM126A	0.50125558	0	0	0	0.50125558	FALSE		
9653	HS2ST1	0.501255432	0	0	0	0.501255432	FALSE		
9722	NOS1AP	0.501255429	0	0	0	0.501255429	FALSE		
51363	CHST15	0.501255225	0	0	0	0.501255225	FALSE		
2488	FSHB	0.501253049	0	0	0	0.501253049	FALSE		
5274	SERPINI1	0.501252695	0	0	0	0.501252695	FALSE		
92140	MTDH	0.501250817	0	0	0	0.501250817	FALSE		
389421	LIN28B	0.501250217	0	0.387689527	0	0.501250217	FALSE		
2134	EXTL1	0.501249433	0	0	0	0.501249433	FALSE		
81855	SFXN3	0.501249205	0	0	0	0.501249205	FALSE		
5366	PMAIP1	0.501248393	0	0	0	0.501248393	FALSE		
83879	CDCA7	0.501247594	0	0	0	0.501247594	FALSE		
55509	BATF3	0.50124751	0	0	0	0.50124751	FALSE		
6513	SLC2A1	0.501245525	0	0	0	0.501245525	FALSE		
2897	GRIK1	0.501245451	0	0	0	0.501245451	FALSE		
117156	SCGB3A2	0.501244797	0	0	0	0.501244797	FALSE		
26959	HBP1	0.501244268	0	0	0	0.501244268	FALSE		
146802	SLC47A2	0.501244008	0	0	0	0.501244008	FALSE		
8314	BAP1	0.50124369	0	0	0	0.50124369	FALSE		
6278	S100A7	0.501242403	0	0	0	0.501242403	FALSE		
91942	NDUFAF2	0.501241881	0	0	0	0.501241881	FALSE		
7812	CSDE1	0.501241769	0	0	0	0.501241769	FALSE		
80177	MYCT1	0.501241099	0	0	0	0.501241099	FALSE		
9308	CD83	0.501237999	0	0	0	0.501237999	FALSE		
11216	AKAP10	0.501237917	0	0.490534631	0	0.501237917	FALSE		
54856	GON4L	0.50123569	0	0	0	0.50123569	FALSE		
11337	GABARAP	0.501232925	0	0	0	0.501232925	FALSE		
4150	MAZ	0.501232115	0	0	0	0.501232115	FALSE		
11266	DUSP12	0.501231943	0	0	0	0.501231943	FALSE		
55022	PID1	0.501231833	0	0	0	0.501231833	FALSE		
3101	HK3	0.501230019	0	0	0	0.501230019	FALSE		
79400	NOX5	0.50122604	0	0	0	0.50122604	FALSE		
3099	HK2	0.501225771	0	0	0	0.501225771	FALSE		
80055	PGAP1	0.501223842	0	0	0	0.501223842	FALSE		
114904	C1QTNF6	0.501221479	0	0	0	0.501221479	FALSE		
8533	COPS3	0.501220706	0	0	0	0.501220706	FALSE		
9555	H2AFY	0.501219791	0	0	0	0.501219791	FALSE		
26084	ARHGEF26	0.501219524	0	0.501219524	0	0.500027335	FALSE		
200895	DHFR2	0.501219524	0	0.501219524	0	0.500331542	FALSE		
9388	LIPG	0.501219524	0	0.501219524	0	0.500461301	FALSE		
9780	PIEZO1	0.501219524	0	0.501219524	0	0.500294152	FALSE		
8985	PLOD3	0.501219524	0	0.501219524	0	0.501144239	FALSE		
10585	POMT1	0.501219524	0	0.501219524	0	0	FALSE		
23368	PPP1R13B	0.501219524	0	0.501219524	0	0.500264504	FALSE		
5797	PTPRM	0.501219524	0	0.501219524	0	0.500061465	FALSE		
221391	OPN5	0.50121508	0	0	0	0.50121508	FALSE		
6768	ST14	0.501213783	0	0	0	0.501213783	FALSE		
1476	CSTB	0.501212877	0	0	0	0.501212877	FALSE		
22906	TRAK1	0.501212135	0	0	0	0.501212135	FALSE		
30061	SLC40A1	0.501211061	0	0	0	0.501211061	FALSE		
4194	MDM4	0.501210934	0	0	0	0.501210934	FALSE		
1761	DMRT1	0.50120831	0	0	0	0.50120831	FALSE		
55188	RIC8B	0.501207787	0	0	0	0.501207787	FALSE		
84078	KBTBD7	0.501205856	0	0.395367293	0	0.501205856	FALSE		
5268	SERPINB5	0.501205781	0	0	0	0.501205781	FALSE		
4058	LTK	0.501204956	0	0	0	0.501204956	FALSE		
79152	FA2H	0.501204739	0	0	0	0.501204739	FALSE		
6303	SAT1	0.501204738	0	0	0	0.501204738	FALSE		
23179	RGL1	0.501200529	0	0	0	0.501200529	FALSE		
871	SERPINH1	0.501200386	0	0	0	0.501200386	FALSE		
83756	TAS1R3	0.501200214	0	0	0	0.501200214	FALSE		
5919	RARRES2	0.501199522	0	0	0	0.501199522	FALSE		
54934	KANSL2	0.501197712	0	0	0	0.501197712	FALSE		
53836	GPR87	0.501197289	0	0	0	0.501197289	FALSE		
25902	MTHFD1L	0.501196164	0	0	0	0.501196164	FALSE		
80201	HKDC1	0.501196009	0	0	0	0.501196009	FALSE		
54830	NUP62CL	0.501195952	0	0	0	0.501195952	FALSE		
11232	POLG2	0.501195867	0	0	0	0.501195867	FALSE		
7453	WARS	0.501194586	0	0.431381082	0	0.501194586	FALSE		
1260	CNGA2	0.501192328	0	0	0	0.501192328	FALSE		
11329	STK38	0.501189036	0	0	0	0.501189036	FALSE		
4610	MYCL	0.501185397	0	0	0	0.501185397	FALSE		
22877	MLXIP	0.501184083	0	0	0	0.501184083	FALSE		
266747	RGL4	0.501182726	0	0	0	0.501182726	FALSE		
5229	PGGT1B	0.501181768	0	0	0	0.501181768	FALSE		
7093	TLL2	0.501181158	0	0	0	0.501181158	FALSE		
23516	SLC39A14	0.501177811	0	0	0	0.501177811	FALSE		
9962	SLC23A2	0.501175728	0	0.416240159	0	0.501175728	FALSE		
548596	CKMT1A	0.501174858	0	0	0	0.501174858	FALSE		
56945	MRPS22	0.501174385	0	0	0	0.501174385	FALSE		
340481	ZDHHC21	0.501174226	0	0	0	0.501174226	FALSE		
3483	IGFALS	0.501174175	0	0	0	0.501174175	FALSE		
93058	COQ10A	0.501173088	0	0	0	0.501173088	FALSE		
80219	COQ10B	0.501173088	0	0	0	0.501173088	FALSE		
1475	CSTA	0.501172121	0	0	0	0.501172121	FALSE		
10910	SUGT1	0.50117076	0	0	0	0.50117076	FALSE		
54455	FBXO42	0.50117003	0	0	0	0.50117003	FALSE		
80834	TAS1R2	0.501168183	0	0	0	0.501168183	FALSE		
27316	RBMX	0.501167563	0	0	0	0.501167563	FALSE		
131474	CHCHD4	0.501165748	0	0	0	0.501165748	FALSE		
8045	RASSF7	0.501165619	0	0	0	0.501165619	FALSE		
10434	LYPLA1	0.501164754	0	0	0	0.501164754	FALSE		
84569	LYZL1	0.501161991	0	0.431381082	0	0.501161991	FALSE		
119180	LYZL2	0.501161991	0	0.431381082	0	0.501161991	FALSE		
3033	HADH	0.501161334	0	0	0	0.501161334	FALSE		
494115	RBMXL1	0.50116059	0	0	0	0.50116059	FALSE		
3745	KCNB1	0.501159686	0	0	0	0.501159686	FALSE		
8295	TRRAP	0.501159324	0	0	0	0.501159324	FALSE		
2319	FLOT2	0.501158604	0	0	0	0.501158604	FALSE		
8412	BCAR3	0.50115816	0	0	0	0.50115816	FALSE		
8504	PEX3	0.501157347	0	0	0	0.501157347	FALSE		
3747	KCNC2	0.501156108	0	0	0	0.501156108	FALSE		
5127	CDK16	0.501155646	0	0	0	0.501155646	FALSE		
84951	TNS4	0.501155233	0	0	0	0.501155233	FALSE		
26251	KCNG2	0.501154353	0	0	0	0.501154353	FALSE		
3790	KCNS3	0.501153994	0	0	0	0.501153994	FALSE		
83937	RASSF4	0.501152418	0	0	0	0.501152418	FALSE		
54480	CHPF2	0.50115135	0	0	0	0.50115135	FALSE		
8550	MAPKAPK5	0.50115047	0	0	0	0.50115047	FALSE		
7293	TNFRSF4	0.501149682	0	0	0	0.501149682	FALSE		
283455	KSR2	0.501149218	0	0	0	0.501149218	FALSE		
55333	SYNJ2BP	0.501148618	0	0	0	0.501148618	FALSE		
4642	MYO1D	0.501148263	0	0	0	0.501148263	FALSE		
7325	UBE2E2	0.501146449	0	0	0	0.501146449	FALSE		
11117	EMILIN1	0.501146288	0	0.360919308	0	0.501146288	FALSE		
55510	DDX43	0.501144734	0	0	0	0.501144734	FALSE		
7903	ST8SIA4	0.501141028	0	0	0	0.501141028	FALSE		
9768	PCLAF	0.501137351	0	0	0	0.501137351	FALSE		
55300	PI4K2B	0.50113379	0	0	0	0.50113379	FALSE		
814	CAMK4	0.501130918	0	0	0	0.501130918	FALSE		
197131	UBR1	0.501129527	0	0	0	0.501129527	FALSE		
995	CDC25C	0.501128748	0	0	0	0.501128748	FALSE		
8379	MAD1L1	0.501127764	0	0	0	0.501127764	FALSE		
26575	RGS17	0.501127104	0	0	0	0.501127104	FALSE		
92345	NAF1	0.501126849	0	0	0	0.501126849	FALSE		
5352	PLOD2	0.501125345	0	0	0	0.501125345	FALSE		
84152	PPP1R1B	0.501123456	0	0	0	0.501123456	FALSE		
3925	STMN1	0.501121312	0	0.477894065	0	0.501121312	FALSE		
11326	VSIG4	0.501120572	0	0	0	0.501120572	FALSE		
9474	ATG5	0.501118441	0	0.479453267	0	0.501118441	FALSE		
64802	NMNAT1	0.501114693	0	0	0	0.501114693	FALSE		
349565	NMNAT3	0.501113023	0	0	0	0.501113023	FALSE		
152007	GLIPR2	0.501111728	0	0	0	0.501111728	FALSE		
9140	ATG12	0.501111061	0	0	0	0.501111061	FALSE		
8436	CAVIN2	0.50110739	0	0	0	0.50110739	FALSE		
1870	E2F2	0.501103433	0	0	0	0.501103433	FALSE		
64400	AKTIP	0.50110312	0	0	0	0.50110312	FALSE		
930	CD19	0.501102444	0	0	0	0.501102444	FALSE		
9682	KDM4A	0.501093897	0	0	0	0.501093897	FALSE		
23304	UBR2	0.501093233	0	0	0	0.501093233	FALSE		
51701	NLK	0.501091764	0	0	0	0.501091764	FALSE		
79155	TNIP2	0.501090749	0	0	0	0.501090749	FALSE		
1834	DSPP	0.501088037	0	0	0	0.501088037	FALSE		
5267	SERPINA4	0.501085303	0	0	0	0.501085303	FALSE		
56548	CHST7	0.501085298	0	0	0	0.501085298	FALSE		
10877	CFHR4	0.501084642	0	0	0	0.501084642	FALSE		
81494	CFHR5	0.501084642	0	0	0	0.501084642	FALSE		
55636	CHD7	0.501084008	0	0.494209116	0	0.501084008	FALSE		
9603	NFE2L3	0.501077965	0	0	0	0.501077965	FALSE		
57118	CAMK1D	0.501077162	0	0	0	0.501077162	FALSE		
8536	CAMK1	0.501076634	0	0	0	0.501076634	FALSE		
54760	PCSK4	0.501074104	0	0	0	0.501074104	FALSE		
83594	NUDT12	0.501073817	0	0	0	0.501073817	FALSE		
94121	SYTL4	0.501071789	0	0	0	0.501071789	FALSE		
66008	TRAK2	0.501070422	0	0	0	0.501070422	FALSE		
2030	SLC29A1	0.501070226	0	0.431381082	0	0.501070226	FALSE		
153443	SRFBP1	0.501069392	0	0	0	0.501069392	FALSE		
64005	MYO1G	0.501068996	0	0	0	0.501068996	FALSE		
118788	PIK3AP1	0.501068079	0	0	0	0.501068079	FALSE		
5771	PTPN2	0.50106753	0	0	0	0.50106753	FALSE		
55902	ACSS2	0.501064897	0	0	0	0.501064897	FALSE		
4969	OGN	0.501063951	0	0	0	0.501063951	FALSE		
5069	PAPPA	0.501063777	0	0	0	0.501063777	FALSE		
57634	EP400	0.501062057	0	0	0	0.501062057	FALSE		
57172	CAMK1G	0.501061571	0	0	0	0.501061571	FALSE		
11167	FSTL1	0.501061412	0	0	0	0.501061412	FALSE		
81631	MAP1LC3B	0.501056525	0	0	0	0.501056525	FALSE		
57591	MRTFA	0.501054608	0	0	0	0.501054608	FALSE		
4779	NFE2L1	0.501054424	0	0	0	0.501054424	FALSE		
1120	CHKB	0.5010489	0	0	0	0.5010489	FALSE		
23135	KDM6B	0.50104653	0	0	0	0.50104653	FALSE		
1519	CTSO	0.501043447	0	0	0	0.501043447	FALSE		
4351	MPI	0.501042915	0	0	0	0.501042915	FALSE		
6534	SLC6A7	0.501042362	0	0	0	0.501042362	FALSE		
9150	CTDP1	0.501040769	0	0	0	0.501040769	FALSE		
55023	PHIP	0.501039773	0	0	0	0.501039773	FALSE		
6019	RLN2	0.501036842	0	0	0	0.501036842	FALSE		
1672	DEFB1	0.501035667	0	0	0	0.501035667	FALSE		
3021	H3F3B	0.501035215	0	0	0	0.501035215	FALSE		
60468	BACH2	0.501034942	0	0	0	0.501034942	FALSE		
123803	NTAN1	0.50103164	0	0	0	0.50103164	FALSE		
5922	RASA2	0.501030158	0	0	0	0.501030158	FALSE		
1659	DHX8	0.501029674	0	0	0	0.501029674	FALSE		
6642	SNX1	0.501027893	0	0	0	0.501027893	FALSE		
6013	RLN1	0.501026556	0	0	0	0.501026556	FALSE		
22821	RASA3	0.501026333	0	0.494209116	0	0.501026333	FALSE		
10659	CELF2	0.501023246	0	0	0	0.501023246	FALSE		
54499	TMCO1	0.501021667	0	0	0	0.501021667	FALSE		
3628	INPP1	0.501021443	0	0	0	0.501021443	FALSE		
7266	DNAJC7	0.501020313	0	0	0	0.501020313	FALSE		
407	ARR3	0.50101893	0	0.424099156	0	0.50101893	FALSE		
26018	LRIG1	0.501017531	0	0	0	0.501017531	FALSE		
22823	MTF2	0.501016072	0	0	0	0.501016072	FALSE		
286827	TRIM59	0.501014676	0	0	0	0.501014676	FALSE		
27342	RABGEF1	0.501014618	0	0	0	0.501014618	FALSE		
27154	BRPF3	0.501013601	0	0	0	0.501013601	FALSE		
29850	TRPM5	0.501012835	0	0	0	0.501012835	FALSE		
441024	MTHFD2L	0.501012538	0	0	0	0.501012538	FALSE		
4329	ALDH6A1	0.501012	0	0	0	0.501012	FALSE		
60676	PAPPA2	0.5010114	0	0	0	0.5010114	FALSE		
9409	PEX16	0.501010697	0	0	0	0.501010697	FALSE		
11081	KERA	0.501009404	0	0	0	0.501009404	FALSE		
7547	ZIC3	0.501009252	0	0	0	0.501009252	FALSE		
57117	INTS12	0.501009056	0	0	0	0.501009056	FALSE		
4958	OMD	0.501008213	0	0	0	0.501008213	FALSE		
63976	PRDM16	0.501007463	0	0	0	0.501007463	FALSE		
83873	GPR61	0.501004416	0	0	0	0.501004416	FALSE		
23774	BRD1	0.501003707	0	0	0	0.501003707	FALSE		
7050	TGIF1	0.501003626	0	0	0	0.501003626	FALSE		
9798	IST1	0.501003515	0	0	0	0.501003515	FALSE		
134526	ACOT12	0.50100144	0	0	0	0.50100144	FALSE		
3489	IGFBP6	0.501000826	0	0	0	0.501000826	FALSE		
85477	SCIN	0.500999689	0	0	0	0.500999689	FALSE		
1874	E2F4	0.50099861	0	0.494209116	0	0.50099861	FALSE		
79727	LIN28A	0.500997662	0	0	0	0.500997662	FALSE		
8647	ABCB11	0.500997643	0	0	0	0.500997643	FALSE		
26147	PHF19	0.500995037	0	0.423410548	0	0.500995037	FALSE		
5252	PHF1	0.500994311	0	0	0	0.500994311	FALSE		
1745	DLX1	0.500993958	0	0	0	0.500993958	FALSE		
83733	SLC25A18	0.500993143	0	0	0	0.500993143	FALSE		
85442	KNDC1	0.500993017	0	0	0	0.500993017	FALSE		
10544	PROCR	0.500991607	0	0	0	0.500991607	FALSE		
59352	LGR6	0.500991248	0	0	0	0.500991248	FALSE		
23705	CADM1	0.500991139	0	0	0	0.500991139	FALSE		
959	CD40LG	0.500989713	0	0.395367293	0	0.500989713	FALSE		
114790	STK11IP	0.500985367	0	0	0	0.500985367	FALSE		
161829	EXD1	0.500984672	0	0	0	0.500984672	FALSE		
1875	E2F5	0.500984393	0	0.3952405	0	0.500984393	FALSE		
57171	DOLPP1	0.500983606	0	0	0	0.500983606	FALSE		
10797	MTHFD2	0.500983261	0	0	0	0.500983261	FALSE		
84891	ZSCAN10	0.500982632	0	0.431381082	0	0.500982632	FALSE		
4435	CITED1	0.500982505	0	0	0	0.500982505	FALSE		
4059	BCAM	0.500982195	0	0	0	0.500982195	FALSE		
9509	ADAMTS2	0.500979943	0	0	0	0.500979943	FALSE		
10565	ARFGEF1	0.500979904	0	0	0	0.500979904	FALSE		
11187	PKP3	0.500979604	0	0	0	0.500979604	FALSE		
3763	KCNJ6	0.500979262	0	0	0	0.500979262	FALSE		
152185	SPICE1	0.500978074	0	0	0	0.500978074	FALSE		
2013	EMP2	0.500976526	0	0	0	0.500976526	FALSE		
1137	CHRNA4	0.500974994	0	0	0	0.500974994	FALSE		
8672	EIF4G3	0.500971653	0	0	0	0.500971653	FALSE		
27178	IL37	0.500971261	0	0	0	0.500971261	FALSE		
55093	WDYHV1	0.500970911	0	0.455430696	0	0.500970911	FALSE		
5317	PKP1	0.500970798	0	0	0	0.500970798	FALSE		
4249	MGAT5	0.500970461	0	0	0	0.500970461	FALSE		
118442	GPR62	0.500969763	0	0	0	0.500969763	FALSE		
79753	SNIP1	0.500969165	0	0	0	0.500969165	FALSE		
8798	DYRK4	0.500968961	0	0	0	0.500968961	FALSE		
204851	HIPK1	0.500968293	0	0	0	0.500968293	FALSE		
10114	HIPK3	0.500966542	0	0.431381082	0	0.500966542	FALSE		
8239	USP9X	0.500966503	0	0	0	0.500966503	FALSE		
22997	IGSF9B	0.500966431	0	0	0	0.500966431	FALSE		
147746	HIPK4	0.500965634	0	0	0	0.500965634	FALSE		
3713	IVL	0.500964607	0	0	0	0.500964607	FALSE		
84435	ADGRA1	0.500964428	0	0	0	0.500964428	FALSE		
6643	SNX2	0.500963947	0	0	0	0.500963947	FALSE		
1602	DACH1	0.500963213	0	0	0	0.500963213	FALSE		
2041	EPHA1	0.500962257	0	0	0	0.500962257	FALSE		
51733	UPB1	0.500960375	0	0	0	0.500960375	FALSE		
339977	LRRC66	0.500958419	0	0	0	0.500958419	FALSE		
80131	LRRC8E	0.500957538	0	0	0	0.500957538	FALSE		
2047	EPHB1	0.500957275	0	0	0	0.500957275	FALSE		
2059	EPS8	0.500957164	0	0	0	0.500957164	FALSE		
6361	CCL17	0.500956864	0	0	0	0.500956864	FALSE		
54674	LRRN3	0.500956619	0	0	0	0.500956619	FALSE		
344657	LRRIQ4	0.500956303	0	0	0	0.500956303	FALSE		
56262	LRRC8A	0.500956284	0	0	0	0.500956284	FALSE		
6368	CCL23	0.50095478	0	0	0	0.50095478	FALSE		
60436	TGIF2	0.500954202	0	0	0	0.500954202	FALSE		
202500	TCTE1	0.500953877	0	0	0	0.500953877	FALSE		
5027	P2RX7	0.500953778	0	0	0	0.500953778	FALSE		
