Gene,O_GlcNAc_Score
EXOC4,0.256505292994757
CGL,7.30270881965465
H1BP3,2.7583732876265
TASO2,11.1902085990755
GSTP1,20.268095709418
NAMPT,5.22882612819184
DNMT1,1.81556051557612
HG2A,4.03266271462294
RBM20,2.7583732876265
M1IP1,0.256505292994757
CHM2B,4.5577083887312
TITIN,16.3699365910054
CNN2,4.79915304385892
ICOSL,4.5577083887312
BRM1L,4.21758895986899
E41LA,5.09575508944034
DCD,7.75807623002151
NFKB1,17.2231316394089
CCS,2.7583732876265
ENOPH,0.256505292994757
RPAP2,4.63951990428558
SLK,20.2215771305016
NOM1,13.1175240012763
MYOF,5.22882612819184
BABA1,1.81556051557612
AUTS2,4.03266271462294
HCD2,18.7023254766259
FUCO,11.1305582127848
CA198,7.26374171902463
MAP1A,5.09575508944034
TELO2,0.256505292994757
SHAN1,5.09575508944034
PELP1,4.13298966069233
HELZ,4.63951990428558
PUR2,14.581738063083
NYAP2,5.13615579438006
NP1L4,0.256505292994757
MOES,5.22882612819184
ZMYM6,5.09575508944034
LMNB2,2.30060221988461
CARM1,26.2743057946581
MGST3,0.256505292994757
PO2F3,5.00078337653096
ATP5H,5.88588734801457
EVL,6.72734101264024
TF3C4,1.81556051557612
BAZ1B,3.87952259676307
PP16A,4.03266271462294
K0825,4.21758895986899
F193B,2.7583732876265
GMFB,0.256505292994757
ILEU,6.72734101264024
HNRH2,11.3953419970826
PK1IP,0.256505292994757
SYNE1,4.03266271462294
IF5A1,15.6475284331879
SYLM,0.256505292994757
CHAP1,6.25461194105849
UBE3C,0.256505292994757
HNRPQ,17.3697506936242
TPD52,5.09575508944034
ANR44,6.72734101264024
SRP09,11.5224085988595
VATG1,2.7583732876265
SYTC2,4.21758895986899
MCCA,4.03266271462294
TMF1,2.7583732876265
SOX13,4.21758895986899
CTND1,8.26969382814183
PLCG1,4.03266271462294
BRD4,22.7224867962733
SCAFB,6.22782554203238
SPF45,0.256505292994757
ABHDB,0.256505292994757
TRAK1,24.8668578158667
APBB1,5.09575508944034
DHRS7,0.256505292994757
IQCF6,5.88588734801457
FANCI,0.256505292994757
TCAM2,4.21758895986899
STXB4,2.7583732876265
SEM4D,4.5577083887312
S10A7,13.44801798311
GAK,7.93304861515865
TNC18,7.22233090840997
NUP43,10.1581722592062
ML12A,4.03266271462294
LEG7,5.00078337653096
TLE2,5.09575508944034
IF4H,8.93672615012471
EI2BE,5.44897155748371
LTV1,2.7583732876265
ODFP1,4.21758895986899
PRGC1,9.85688076011257
MINY3,2.7583732876265
ZCHC8,6.22782554203238
KLK7,5.00078337653096
IRS4,5.33285475611285
NPAT,2.7583732876265
SMCO2,4.21758895986899
SPS2L,0.256505292994757
LY75,4.03266271462294
ALEX,5.19708064370721
ZN433,0.256505292994757
SYVN1,9.97366390537315
RTN3,6.02077692453392
MCE1,0.256505292994757
NDOR1,4.03266271462294
RL34,13.4727045393632
HMGN1,3.67085936630803
ACL6A,0.256505292994757
ZC12C,5.09575508944034
CPSF5,10.487574696812
MEF2C,8.98433983250171
CDC37,8.80023279317842
TXD12,16.0729936129066
DD19A,2.14964778999635
XRCC5,10.0890131698366
APMAP,14.5670624496973
SHPS1,5.09575508944034
SSRP1,3.85965744246597
HECW1,4.03266271462294
NOTC1,12.9810569233766
CENPV,5.44065203668472
SCML2,8.2831613364621
SMAP,1.81556051557612
INPP,0.256505292994757
RORB,5.44897155748371
F124A,5.09575508944034
GSTT1,0.256505292994757
PACN2,0.256505292994757
EIF3G,14.1736314538581
EI2BD,0.256505292994757
ESYT2,0.92502183509358
ZCCHV,11.9165203640038
ROA0,24.1650582941219
ZN197,8.03292036260421
RL23A,14.8429616857866
KAT6A,4.03266271462294
PSMG3,1.81556051557612
LUZP1,5.19608203550972
SC23A,20.2738876279438
ZFYV9,6.6548103120217
CA174,1.81556051557612
K2C1,17.4443622342859
EXOSX,3.87952259676307
MTSS2,5.09575508944034
C170B,4.21758895986899
ZDH16,5.44897155748371
LATS2,7.69738801129301
LAMP2,5.77664418245035
OSBL9,2.5978359709491
DNM1L,1.18152712808834
MEF2A,8.31604304507333
LRC59,17.3891719614879
A4D1R6,10.1581722592062
NTRK2,5.09575508944034
ASPP2,5.93768905062998
CGB1,5.44897155748371
UBQL2,15.6873314861716
DSN1,2.7583732876265
SRP68,5.73934551549123
PC11Y,4.03266271462294
HNRPR,30.1134911337895
I2BPL,12.1950928704959
MLRV,5.69267673669403
ACTH,5.00078337653096
ARPC2,0.256505292994757
MAP6,5.09575508944034
IFIT5,2.7583732876265
LCOR,6.54061907879382
CO6A2,9.58911376108922
BCKD,8.16699423485338
EXOS1,0.256505292994757
LAMP1,10.9451335693095
ABL1,7.12427000429104
PM34,0.256505292994757
OLIG3,4.21758895986899
ECHD1,0.256505292994757
2A5D,2.7583732876265
MBD3,2.7583732876265
SGTA,1.81556051557612
DGCR6,5.44897155748371
PTRD1,0.256505292994757
PI42C,2.7583732876265
SNUT2,7.94136442111064
F90A2,4.21758895986899
WNK2,21.3263512030675
ASIC3,4.21758895986899
RB,6.46289210558734
ZN507,2.7583732876265
UBR7,2.7583732876265
HMCES,1.55905522258136
DCNL1,0.256505292994757
O51F1,4.21758895986899
GLRX3,0.256505292994757
DBNL,8.66993429211162
CLPB,1.81556051557612
TNIK,5.09575508944034
XIRP2,5.14261079496257
AAPK1,7.64868181564195
HID1,4.63951990428558
NUP35,17.5769624899743
CD69,4.03266271462294
RCC2,3.85965744246597
ABHD5,0.256505292994757
FYV1,4.03266271462294
RBP56,4.92789425848156
ADHX,1.81556051557612
SCC4,6.22782554203238
FLNA,20.0678958247721
PUF60,14.2368946968281
PAPOG,6.80180890261297
TFP11,0.256505292994757
ASPC1,8.95884852237713
AF17,11.6027089851918
EPC2,10.2011039640284
UN45A,2.7583732876265
H2B1B,29.6626286446873
PI42B,2.7583732876265
DHX36,0.256505292994757
AAKG1,7.64868181564195
HAT1,1.81556051557612
LYAG,14.3266814071543
CAC1D,4.21758895986899
GELS,5.00078337653096
ADNP,8.41408842147902
TYSY,1.81556051557612
DIEXF,0.256505292994757
ZFP62,4.21758895986899
P4R3A,0.256505292994757
H4,29.9025278073731
NOBOX,4.21758895986899
ANK2,5.09575508944034
IF2G,18.5859382363721
F219B,4.21758895986899
ZN318,11.9061786402304
ZBT11,4.63951990428558
MP2K4,4.03266271462294
ILKAP,3.85965744246597
SVIP,5.09575508944034
FLVC1,5.09575508944034
PARP2,4.21758895986899
S35F6,5.44897155748371
PPAL,4.5577083887312
PRPK,0.256505292994757
MMP13,4.21758895986899
SP2,7.67667079009732
FAD1,0.256505292994757
PRGR,10.51342200021
HMHA1,4.03266271462294
TMOD2,4.03266271462294
PTTG,5.88588734801457
HNRPK,30.2374433543791
PRS6B,3.67085936630803
ST1A3,0.256505292994757
HDAC1,23.9674190963173
NDUA4,0.256505292994757
SF3B4,9.50219950008102
NF2L1,6.36192814705269
EIF3A,7.90903065990977
RM24,0.256505292994757
WDR70,0.256505292994757
NFRKB,36.1336840556046
CHD1L,6.66157939344727
CCD81,5.22882612819184
PRP19,13.3018187962785
TSP1,10.3429934528262
LRCH4,4.03266271462294
MVD1,0.256505292994757
MGMT,4.03266271462294
DCUP,0.256505292994757
ARGI1,8.23031068631951
MPIP1,8.36680246657355
NAA25,2.7583732876265
TDRD7,4.63951990428558
ZN583,2.7583732876265
RIPK1,13.2581852453133
ROP1L,6.66157939344727
DYH8,5.69267673669403
EMC10,0.256505292994757
EDF1,0.256505292994757
S1A7A,5.44897155748371
C1TC,18.6222179275804
STX5,0.256505292994757
ARX,5.09575508944034
HSF1,5.76435429044249
OCAD1,1.81556051557612
ATRIP,4.21758895986899
THSD1,4.03266271462294
LIN7C,1.81556051557612
AP1S1,0.256505292994757
TM10C,1.81556051557612
TR112,2.7583732876265
TOX2,5.44897155748371
E2AK2,6.40877269859274
MTA2,6.65776906524828
STMN1,16.8459506780614
RANB9,1.55905522258136
PRRC1,22.0029053455742
ACTBL,9.55831165131066
SRP72,5.56760031781143
CCAR1,24.7702744304549
RXRB,0.256505292994757
HM13,3.87952259676307
RNPS1,0.256505292994757
CL029,0.256505292994757
BT3A1,4.03266271462294
SYIC,13.1284059037332
MSHR,5.00078337653096
AAK1,12.2824500539692
MYCBP,0.256505292994757
SCAM3,6.12167299575091
TAF6,15.1465994854735
GNL3L,5.70106058448985
GNL3,1.81556051557612
RPB1,19.8697076933601
K1C9,10.7745856218173
CAN15,4.21758895986899
ATF3,5.44897155748371
SRGP1,7.67667079009732
GRSF1,1.81556051557612
PHF6,3.19637363981276
GPDM,2.7405823506697
VRK1,0.256505292994757
HSPB1,43.1532953732714
NXT1,10.1581722592062
Q59FC9,6.73523012140764
NEMO,2.7583732876265
MEX3A,2.7583732876265
PSD13,2.7583732876265
NUAK2,6.8248835896523
TM14E,4.21758895986899
EST1,5.00078337653096
DENR,2.7583732876265
PHF3,11.4507278341186
SNX8,0.256505292994757
PRP16,2.42449192257905
HMBX1,5.44897155748371
DC1I1,5.09575508944034
LGMN,6.22782554203238
BCS1,0.256505292994757
ID4,2.7583732876265
BMPR2,5.09575508944034
UBA5,0.256505292994757
GP180,2.30060221988461
DNJA1,18.3713067640562
KRT85,9.2265887068539
ANKS6,5.44897155748371
TSN3,3.87952259676307
TERF2,7.30270881965465
CREG1,11.8070665225526
TBL3,2.7405823506697
KTHY,0.256505292994757
F241A,0.256505292994757
BICRL,9.86415593068085
ZZEF1,4.03266271462294
P5CS,6.57002449398927
K1C17,22.2353873047867
PRS10,3.61816026682875
UN13D,4.03266271462294
SCMC1,0.256505292994757
ACLY,18.1007267389303
TBB3,5.22882612819184
HEXI1,8.66993429211162
IBTK,4.74986396464364
FR1L6,4.03266271462294
OSBP1,0.256505292994757
AP2M1,0.256505292994757
BATF2,5.44897155748371
MTAP,15.6558479539869
PTPRA,4.03266271462294
ANS4B,5.44897155748371
STOX2,5.09575508944034
PSA,8.15101908820802
BD1L1,7.80515909730105
BSDC1,2.7583732876265
HKDC1,5.22882612819184
IGLC1,5.44897155748371
ATRN,16.9430861221142
NU133,11.5462964269709
DSRAD,14.4514346949223
GEMI5,6.6040713575715
PTMA,5.88588734801457
GRM5,5.09575508944034
TNNT2,5.69267673669403
RBX2,2.7583732876265
CEAM1,4.03266271462294
TENX,5.56959556495189
ATD3A,2.14964778999635
CSKP,6.66157939344727
HCDH,2.59341970496048
SPEE,2.30060221988461
PAPS1,0.256505292994757
EXOS8,0.256505292994757
ALG13,5.70106058448985
WNK3,17.347033592036
ELOV1,0.256505292994757
HXC9,4.5577083887312
WBP11,3.67085936630803
CATL1,11.8070665225526
CATC,0.256505292994757
PUR6,14.670612861799
PSME2,13.7962418096836
AKIR2,5.44897155748371
THTM,1.81556051557612
PNPH,1.81556051557612
S11IP,3.87952259676307
MELT,4.21758895986899
DDX17,20.9908266461465
GNS,10.0913145489342
ILF3,23.3801030564288
MAFK,37.986658042772
GRB7,5.44897155748371
ABCA2,3.81044380691267
TAGL,5.83866385987412
CCD58,0.256505292994757
SRCAP,4.63951990428558
SH3G3,5.09575508944034
CALL5,5.00078337653096
GLU2B,20.0592096644671
CLAP1,7.3313186217895
S4A4,4.21758895986899
SPT6H,13.252876803396
NSDHL,3.87952259676307
GGYF1,8.82279694160599
SPTA1,7.30609548403718
ZN638,7.34690063382865
DNJA2,12.1783813579847
SIK2,5.44897155748371
GNA1,0.256505292994757
CAMKV,5.09575508944034
DCTP1,2.7583732876265
SYNJ1,9.86415593068085
PF21A,15.5140411070434
Q9P0H6,16.9662995252248
UBE2K,0.256505292994757
YBOX2,10.1581722592062
TF65,45.7706181902154
DYST,6.02077692453392
FUND2,0.256505292994757
LRWD1,0.256505292994757
TBA1B,30.8137441806643
APOL3,4.03266271462294
NMD3A,5.69267673669403
EF2,27.0491805801345
MUSK,4.21758895986899
PKNX1,2.7583732876265
LSM12,7.94136442111064
PIPNB,0.256505292994757
ACTN2,9.1621289910999
PSG2,4.21758895986899
RARB,4.03266271462294
BI1,0.256505292994757
COR1B,3.87952259676307
WDFY3,4.03266271462294
SRS10,2.7583732876265
RIPR2,4.03266271462294
RBL1,6.46289210558734
SMCA4,2.30060221988461
NDUS4,0.256505292994757
NU1M,0.256505292994757
MAML1,8.13285187803941
CDN1A,4.21758895986899
EIF1A,2.7583732876265
AKP8L,0.256505292994757
RS7,19.8871283142119
RM23,0.256505292994757
UCK1,4.21758895986899
GTPBA,0.256505292994757
SAM9L,6.66157939344727
SCRIB,7.63581486409416
CX7A2,0.256505292994757
OSTF1,0.256505292994757
AP4S1,0.256505292994757
IF2B3,3.55763711205813
MA6D1,5.09575508944034
CD68,5.44897155748371
LIMA1,2.7583732876265
RAB32,0.256505292994757
BASI,8.10451204999327
MYOM2,4.63951990428558
EFNMT,6.70166601754392
DAF,4.10979568964128
HDGR3,2.7583732876265
IASPP,4.63951990428558
MYPC3,10.3978701456146
ZBBX,2.7583732876265
TALDO,7.46861486396275
KDM5C,2.7583732876265
GPT,0.256505292994757
SHOT1,5.18269110074894
MAG,5.09575508944034
ARMX5,4.03266271462294
PHYD1,5.44897155748371
RPC1,0.256505292994757
IGHM,7.63233322741881
NDC80,4.21758895986899
RGPD8,4.63951990428558
ALDOB,5.70106058448985
NCOA1,5.09575508944034
SPD2A,6.66157939344727
CENPK,2.7583732876265
SBSN,8.23031068631951
PYRG1,5.31298960181575
ALG11,0.256505292994757
AACS,0.256505292994757
AFG32,0.256505292994757
IF4A1,20.5854798764118
RS13,10.1581722592062
BUB1,0.256505292994757
PRDM5,5.44897155748371
NINL,5.70106058448985
SPAG5,5.77664418245035
PGRC2,0.256505292994757
RGAP1,4.63951990428558
LIPA4,5.09575508944034
H2B1D,6.66818984524786
PPCE,7.65028863039352
RUFY1,0.256505292994757
TRBP2,2.7583732876265
CLASR,6.24610387471969
OLA1,1.81556051557612
FOS,19.0319808157555
ARHG5,4.5577083887312
UBE2O,1.81556051557612
YRDC,8.95884852237713
TTC23,4.63951990428558
PRTG,4.03266271462294
SBDS,0.256505292994757
STRN4,2.7583732876265
C1TM,2.7583732876265
A6NEM2,6.73523012140764
F217A,4.21758895986899
ATPG,3.87952259676307
SAS6,13.4756276009511
NCOA5,19.8817318550008
DMAP1,7.61196198350488
ZN546,2.7583732876265
ELOB,2.7583732876265
TMX2,0.256505292994757
SETX,4.03266271462294
PCID2,0.256505292994757
PUM2,13.3176228679126
EZRI,15.8580752826038
NDK6,0.256505292994757
HSH2D,4.21758895986899
RS19,18.8033140713079
PSD10,6.16205401930237
LMO7,23.3422313879599
AR6P4,2.7583732876265
ZF64B,2.7583732876265
PAF1,0.256505292994757
PERM,5.09575508944034
MCFD2,6.59801358356152
ADDG,4.03266271462294
DOP2,4.21758895986899
MARH1,4.03266271462294
ACAP1,4.03266271462294
SAR1A,0.256505292994757
NMT1,1.55905522258136
HXA10,5.19708064370721
H2A1,14.2677226748494
HERC4,0.256505292994757
FBX43,6.66157939344727
EFL1,2.7583732876265
SOX3,6.59801358356152
CNDH2,6.11420329366287
ARMT1,5.45299719471734
C2CD2,7.43708576739468
SF3B6,1.81556051557612
ACK1,9.37587076974279
GAN,4.43600239993745
CHRC1,1.81556051557612
CLIP4,4.21758895986899
RS27A,10.2631069026911
GPN3,1.81556051557612
CND3,1.81556051557612
PUS7,1.81556051557612
IPO11,2.7583732876265
ZDBF2,8.85674222085671
NDUF4,2.7583732876265
UBN2,12.1073525611723
IDE,5.00078337653096
ITIH6,4.21758895986899
EYA3,9.02822217411678
CMIP,5.73788578774921
NAV1,9.23512227155313
CDSN,8.23031068631951
GTPB1,7.34690063382865
RBM19,2.7583732876265
SYTL2,8.36680246657355
TXLNG,1.81556051557612
MBNL3,5.44897155748371
ENDD1,4.21758895986899
NFAC2,4.03266271462294
CFA61,4.03266271462294
TLE5,5.73788578774921
PLD3,2.7583732876265
SLBP,5.77664418245035
PSME1,4.79915304385892
TF2H1,1.81556051557612
DX39B,18.8183111135236
TAXB1,5.00078337653096
TBA1C,22.789119823405
COXM2,0.256505292994757
NCLN,6.40877269859274
CDK2,6.51817842242999
SYWC,7.30270881965465
CBSL,0.256505292994757
HOME1,2.7583732876265
CTBL1,0.256505292994757
CD166,6.65776906524828
RM44,2.7583732876265
DKC1,2.30060221988461
COG8,4.63951990428558
TPP2,2.7583732876265
SLIK2,4.03266271462294
K1C12,4.21758895986899
IQGA2,4.03266271462294
MMSA,4.21758895986899
ECHB,12.7235138741539
PTBP1,19.7275963029875
CE126,4.21758895986899
SCRB2,3.87952259676307
PEX19,5.36949902949403
MICA3,8.15498584164589
RNF14,2.7583732876265
SAE2,1.81556051557612
UBXN1,1.81556051557612
RPAC2,0.256505292994757
CAN3,4.03266271462294
MCCB,2.14964778999635
TPRKB,0.256505292994757
GSK3B,13.5550574921939
TNS2,5.09575508944034
KNL1,2.28502020784546
CMS1,0.256505292994757
MSTO1,2.7583732876265
MK14,6.51817842242999
KPCZ,6.8248835896523
CELF1,5.85379474585775
PAR10,4.03266271462294
HPBP1,5.31298960181575
MTSS1,5.09575508944034
SLAI2,7.47079033652309
K2C8,37.847369540359
FZR1,6.09476038688454
CUL4B,11.7492503784021
RM43,2.7583732876265
CMTD1,0.256505292994757
SPB4,14.0199559848073
WDHD1,1.81556051557612
C2C4C,6.66157939344727
IPO4,1.81556051557612
HACD3,3.87952259676307
CE024,2.7583732876265
ALKB1,4.21758895986899
NFU1,2.7583732876265
SSBP2,5.73788578774921
AP3S1,0.256505292994757
DCTN1,3.65260882496751
MPPB,3.90707449709425
SCLT1,7.64413438489314
CC28A,7.43708576739468
K1C13,18.182178250867
YLPM1,19.0012501346883
ZN687,8.71380922822647
ESYT1,9.21141807031517
IDHP,0
PARG,2.7583732876265
LBR,6.20921658326099
1433G,7.72633074553688
RAF1,6.26233250428432
STML2,2.7583732876265
CRLF3,6.22782554203238
CCD22,4.03266271462294
A4D0Y7,10.1581722592062
FAM3D,4.21758895986899
SPAT2,7.26374171902463
F1711,5.09575508944034
SNX32,4.63951990428558
BMP2K,5.09575508944034
FIBG,11.6716941047035
SSDH,0.256505292994757
GRPE2,2.7583732876265
ZC3H8,2.7583732876265
CSN5,7.64413438489314
SNX21,5.09575508944034
LIS1,7.30270881965465
STAU2,6.6548103120217
CSRN3,5.44897155748371
KMT2C,9.58291938724124
SYCC,0.256505292994757
YES,0.256505292994757
NU155,14.3755000820842
RL7,13.7887065158753
NEUM,5.09575508944034
EIF3E,10.1495363246072
COKA1,5.53076402690684
SMAD2,1.81556051557612
DYM,4.03266271462294
L1CAM,1.60851189807766
TM14C,0.256505292994757
DERPC,7.55265594929014
ATF7,11.9612578539713
PGAM5,5.22991458888939
S10AA,2.7583732876265
UFL1,0.256505292994757
SEC13,18.9222075704392
CALD1,2.7583732876265
NDUA8,10.1581722592062
NU4M,0.256505292994757
XPO4,0.256505292994757
APC,3.63702681292836
STRN3,0.256505292994757
TF2B,0.256505292994757
PAR14,4.21758895986899
BAALC,5.09575508944034
RIOK3,6.8248835896523
ABC3C,0.256505292994757
C3UMV2,5.00078337653096
WIPI2,2.7583732876265
BUB1B,2.7583732876265
HAP28,0.256505292994757
MEMO1,0.256505292994757
ATAD1,2.7583732876265
RS30,5.83866385987412
PRSR1,15.4659566538578
ATIF1,5.88588734801457
CALM3,8.51010916275361
AKT2,12.774952757194
RM30,0.256505292994757
CP4Z2,4.21758895986899
GPBL1,2.7583732876265
PSA5,9.87965003470056
KITH,9.82727408466984
UCK2,6.22782554203238
MCAF1,22.5141921224397
8ODP,2.7583732876265
ATG2B,6.6548103120217
TOIP1,11.3397605418002
TTC1,2.7405823506697
CE051,2.7583732876265
UBAP2,46.3060516896472
COMD6,0.256505292994757
PCAT2,4.21758895986899
COQ9,0.256505292994757
UBE4A,2.7583732876265
PEG10,5.00078337653096
HNRL2,6.3302749018029
RUFY2,4.03266271462294
PLD4,5.09575508944034
KAD2,10.7700868567202
THYN1,1.18152712808834
DLGP4,5.56959556495189
XPO7,0.256505292994757
RHG30,4.03266271462294
STK26,1.81556051557612
LYPA1,2.7583732876265
PERI,4.03266271462294
HINT3,7.64413438489314
CCD30,6.66157939344727
K2C5,7.92345003528268
BRD7,2.7583732876265
AXA2L,16.2055038867706
S1PR3,4.21758895986899
STIM1,5.57784122358666
HNRPD,24.6865593966255
CAF1A,2.7583732876265
GMEB1,12.7345776801449
RP1L1,6.38557558945328
KSYK,5.44897155748371
RAP1A,5.88588734801457
GNAI1,6.72734101264024
CDR2L,2.7583732876265
COP1,5.00078337653096
CHMP5,2.7583732876265
COPRS,2.7583732876265
BIG1,4.21758895986899
SRA1,5.83866385987412
FXR2,10.8542061051639
LC7L2,3.85965744246597
BMI1,11.2250016038389
LDHA,13.6920340215226
PLSL,6.75821008362886
MPPA,0.256505292994757
ONCM,5.69267673669403
K1C28,10.1581722592062
GT251,6.59801358356152
EPDR1,5.09575508944034
ATPA,35.7476302676492
TIGAR,2.7583732876265
PAXX,2.7405823506697
NOP10,0.256505292994757
PAPD5,0.256505292994757
UBC,9.1532583040728
SCAF4,7.63581486409416
L0R5A1,0.256505292994757
CCHL,1.81556051557612
CAN1,5.00078337653096
MTOR,6.0117640179109
LN28A,4.03266271462294
CG050,1.81556051557612
RSU1,0.256505292994757
DLGP2,5.09575508944034
PTN23,15.8180576537547
FA76B,4.21758895986899
SMC1A,5.11669233463949
UTRO,10.9378139320384
