Gene	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism
RAPH1	NA	NA	NA	NA	NA
RAPSN	NA	NA	NA	NA	NA
RARA	NA	NA	NA	NA	NA
RARB	NA	NA	NA	NA	NA
RARRES1	2	2	3	NA	NA
RARRES2	NA	NA	NA	NA	NA
RARS	NA	NA	NA	NA	NA
RASA1	NA	NA	NA	NA	NA
RASA3	NA	NA	NA	NA	NA
RASAL1	NA	NA	NA	NA	NA
RASAL2	NA	NA	NA	NA	NA
RASAL2-AS1	NA	NA	NA	NA	NA
RASD2	NA	NA	NA	NA	NA
RASGEF1A	NA	NA	NA	NA	NA
RASGEF1B	NA	NA	NA	NA	NA
RASGRF2	NA	NA	NA	NA	NA
RASGRP1	NA	NA	NA	NA	NA
RASGRP3	NA	NA	NA	NA	NA
RASGRP4	NA	NA	NA	NA	NA
RASL10B	NA	NA	NA	NA	NA
RASL11A	NA	NA	NA	NA	NA
RASL11B	NA	NA	NA	NA	NA
RASSF10	NA	NA	NA	NA	NA
RASSF2	NA	NA	NA	NA	NA
RASSF3	NA	NA	NA	NA	NA
RASSF5	NA	NA	NA	NA	NA
RASSF6	NA	NA	NA	NA	NA
RASSF9	NA	NA	NA	NA	NA
RAVER2	NA	NA	NA	NA	NA
RAX	NA	NA	NA	NA	NA
RB1	NA	NA	NA	NA	NA
RBBP5	NA	NA	NA	NA	NA
RBBP8	NA	NA	NA	NA	NA
RBBP8NL	NA	NA	NA	NA	NA
RBBP9	NA	NA	NA	NA	NA
RBCK1	NA	NA	NA	NA	NA
RBFADN	NA	NA	NA	NA	NA
RBFOX1	NA	NA	NA	NA	NA
RBFOX2	NA	NA	NA	NA	NA
RBFOX3	NA	NA	NA	NA	NA
RBL1	NA	NA	NA	NA	NA
RBM11	NA	NA	NA	NA	NA
RBM14	NA	NA	NA	NA	NA
RBM14-RBM4	NA	NA	NA	NA	NA
RBM15	NA	NA	NA	NA	NA
RBM15B	NA	NA	NA	NA	NA
RBM18	NA	NA	NA	NA	NA
RBM19	NA	NA	NA	NA	NA
RBM20	NA	NA	NA	NA	NA
RBM24	NA	NA	NA	NA	NA
RBM27	NA	NA	NA	NA	NA
RBM28	NA	NA	NA	NA	NA
RBM34	NA	NA	NA	NA	NA
RBM4	NA	NA	NA	NA	NA
RBM43	NA	NA	NA	NA	NA
RBM44	NA	NA	NA	NA	NA
RBM46	NA	NA	NA	NA	NA
RBM47	NA	NA	NA	NA	NA
RBM4B	NA	NA	NA	NA	NA
RBM7	NA	NA	NA	NA	NA
RBMS1	NA	NA	NA	NA	NA
RBMS3	0	NA	NA	NA	NA
RBMXL2	NA	NA	NA	NA	NA
RBP1	NA	NA	NA	NA	NA
RBP2	NA	NA	NA	NA	NA
RBP3	NA	NA	NA	NA	NA
RBP4	NA	NA	NA	NA	NA
RBP5	NA	NA	NA	NA	NA
RBPJL	NA	NA	NA	NA	NA
RBPMS	NA	NA	NA	NA	NA
RBSG3	NA	NA	NA	NA	NA
RBX1	NA	NA	NA	NA	NA
RC3H1	NA	NA	NA	NA	NA
RC3H2	NA	NA	NA	NA	NA
RCAN2	NA	NA	NA	NA	NA
RCBTB2	NA	NA	NA	NA	NA
RCC1	NA	NA	NA	NA	NA
RCC2	NA	NA	NA	NA	NA
RCHY1	NA	NA	NA	NA	NA
RCL1	NA	NA	NA	NA	NA
RCN2	NA	NA	NA	NA	NA
RCOR1	NA	NA	NA	NA	NA
RCOR3	NA	NA	NA	NA	NA
RCVRN	NA	NA	NA	NA	NA
RD3	NA	NA	NA	NA	NA
RDH10	NA	NA	NA	NA	NA
RDH13	NA	NA	NA	NA	NA
RDX	NA	NA	NA	NA	NA
REEP1	NA	NA	NA	NA	NA
REEP2	NA	NA	NA	NA	NA
REEP3	NA	NA	NA	NA	NA
REEP5	NA	NA	NA	NA	NA
REG1A	NA	NA	NA	NA	NA
REG1B	NA	NA	NA	NA	NA
REG1P	NA	NA	NA	NA	NA
REG3A	NA	NA	NA	NA	NA
REG3G	NA	NA	NA	NA	NA
REL	NA	NA	NA	NA	NA
RELA	NA	NA	NA	NA	NA
RELL1	NA	NA	NA	NA	NA
RELL2	NA	NA	NA	NA	NA
RELN	NA	NA	NA	NA	NA
RELT	NA	NA	NA	NA	NA
REPIN1	NA	NA	NA	NA	NA
REPS1	NA	NA	NA	NA	NA
RERE	NA	NA	NA	NA	NA
RERG	NA	NA	NA	NA	NA
RERGL	NA	NA	NA	NA	NA
RET	NA	NA	NA	NA	NA
RETNLB	NA	NA	NA	NA	NA
REV1	NA	NA	NA	NA	NA
REXO1	NA	NA	NA	NA	NA
REXO2	NA	NA	NA	NA	NA
RFC3	NA	NA	NA	NA	NA
RFC4	NA	NA	NA	NA	NA
RFC5	NA	NA	NA	NA	NA
RFESD	NA	NA	NA	NA	NA
RFFL	NA	NA	NA	NA	NA
RFK	NA	NA	NA	NA	NA
RFPL4A	NA	NA	NA	NA	NA
RFPL4AL1	NA	NA	NA	NA	NA
RFPL4B	NA	NA	NA	NA	NA
RFTN1	NA	NA	NA	NA	NA
RFTN2	NA	NA	NA	NA	NA
RFWD2	NA	NA	NA	NA	NA
RFWD3	NA	NA	NA	NA	NA
RFX1	NA	NA	NA	NA	NA
RFX2	NA	NA	NA	NA	NA
RFX3	NA	NA	NA	NA	NA
RFX7	NA	NA	NA	NA	NA
RFX8	NA	NA	NA	NA	NA
RGL1	NA	NA	NA	NA	NA
RGL2	NA	NA	NA	NA	NA
RGL3	NA	NA	NA	NA	NA
RGL4	NA	NA	NA	NA	NA
RGPD3	NA	NA	NA	NA	NA
RGPD6	NA	NA	NA	NA	NA
RGR	NA	NA	NA	NA	NA
RGS1	NA	NA	NA	NA	NA
RGS13	NA	NA	NA	NA	NA
RGS17	NA	NA	NA	NA	NA
RGS18	NA	NA	NA	NA	NA
RGS19	NA	NA	NA	NA	NA
RGS2	NA	NA	NA	NA	NA
RGS20	NA	NA	NA	NA	NA
RGS21	NA	NA	NA	NA	NA
RGS22	NA	NA	NA	NA	NA
RGS5	NA	NA	NA	NA	NA
RGS6	NA	NA	NA	NA	NA
RGS7	NA	NA	NA	NA	NA
RGS9	NA	NA	NA	NA	NA
RGS9BP	NA	NA	NA	NA	NA
RGSL1	NA	NA	NA	NA	NA
RHAG	NA	NA	NA	NA	NA
RHBDD1	NA	NA	NA	NA	NA
RHBDF1	NA	NA	NA	NA	NA
RHBDL2	NA	NA	NA	NA	NA
RHBDL3	NA	NA	NA	NA	NA
RHOA	0	NA	NA	NA	NA
RHOBTB1	NA	NA	NA	NA	NA
RHOBTB3	NA	NA	NA	NA	NA
RHOC	NA	NA	NA	NA	NA
RHOD	NA	NA	NA	NA	NA
RHOG	NA	NA	NA	NA	NA
RHOT2	NA	NA	NA	NA	NA
RHOU	NA	NA	NA	NA	NA
RIBC2	NA	NA	NA	NA	NA
RIC8A	NA	NA	NA	NA	NA
RIC8B	NA	NA	NA	NA	NA
RIF1	NA	NA	NA	NA	NA
RILPL2	NA	NA	NA	NA	NA
RIMBP2	NA	NA	NA	NA	NA
RIMKLA	NA	NA	NA	NA	NA
RIMS1	NA	NA	NA	NA	NA
RIMS2	NA	NA	NA	NA	NA
RIMS3	NA	NA	NA	NA	NA
RIMS4	NA	NA	NA	NA	NA
RIN2	NA	NA	NA	NA	NA
RIN3	NA	NA	NA	NA	NA
RING1	NA	NA	NA	NA	NA
RINT1	NA	NA	NA	NA	NA
RIOK1	NA	NA	NA	NA	NA
RIOK2	NA	NA	NA	NA	NA
RIOK3	NA	NA	NA	NA	NA
RIPK1	NA	NA	NA	NA	NA
RIPK3	NA	NA	NA	NA	NA
RIPPLY3	NA	NA	NA	NA	NA
RIT2	NA	NA	NA	NA	NA
RLN1	NA	NA	NA	NA	NA
RLN2	NA	NA	NA	NA	NA
RMDN1	NA	NA	NA	NA	NA
RMI1	NA	NA	NA	NA	NA
RMND5B	NA	NA	NA	NA	NA
RMST	NA	NA	NA	NA	NA
RN7SKP135	NA	NA	NA	NA	NA
RN7SKP15	NA	NA	NA	NA	NA
RN7SL158P	NA	NA	NA	NA	NA
RN7SL309P	NA	NA	NA	NA	NA
RN7SL363P	NA	NA	NA	NA	NA
RN7SL473P	NA	NA	NA	NA	NA
RN7SL549P	NA	NA	NA	NA	NA
RN7SL600P	NA	NA	NA	NA	NA
RN7SL664P	NA	NA	NA	NA	NA
RN7SL696P	NA	NA	NA	NA	NA
RN7SL825P	NA	NA	NA	NA	NA
RN7SL89P	NA	NA	NA	NA	NA
RNA5SP130	NA	NA	NA	NA	NA
RNA5SP375	NA	NA	NA	NA	NA
RNA5SP444	NA	NA	NA	NA	NA
RNASE1	NA	NA	NA	NA	NA
RNASE10	NA	NA	NA	NA	NA
RNASE11	NA	NA	NA	NA	NA
RNASE2	NA	NA	NA	NA	NA
RNASE3	NA	NA	NA	NA	NA
RNASE4	NA	NA	NA	NA	NA
RNASE6	NA	NA	NA	NA	NA
RNASE9	NA	NA	NA	NA	NA
RNASEH2A	NA	NA	NA	NA	NA
RNASEH2B	NA	NA	NA	NA	NA
RNASEH2B-AS1	NA	NA	NA	NA	NA
RNASEH2C	NA	NA	NA	NA	NA
RNASEL	NA	NA	NA	NA	NA
RNASET2	NA	NA	NA	NA	NA
RND3	NA	NA	NA	NA	NA
RNF103	NA	NA	NA	NA	NA
RNF103-CHMP3	NA	NA	NA	NA	NA
RNF11	NA	NA	NA	NA	NA
RNF114	NA	NA	NA	NA	NA
RNF115	NA	NA	NA	NA	NA
RNF123	NA	NA	NA	NA	NA
RNF125	NA	NA	NA	NA	NA
RNF126	NA	NA	NA	NA	NA
RNF13	NA	NA	NA	NA	NA
RNF130	NA	NA	NA	NA	NA
RNF138	NA	NA	NA	NA	NA
RNF138P1	NA	NA	NA	NA	NA
RNF144A	NA	NA	NA	NA	NA
RNF144B	NA	NA	NA	NA	NA
RNF150	NA	NA	NA	NA	NA
RNF152	NA	NA	NA	NA	NA
RNF165	NA	NA	NA	NA	NA
RNF166	NA	NA	NA	NA	NA
RNF180	NA	NA	NA	NA	NA
RNF182	NA	NA	NA	NA	NA
RNF183	NA	NA	NA	NA	NA
RNF185	NA	NA	NA	NA	NA
RNF186	NA	NA	NA	NA	NA
RNF20	NA	NA	NA	NA	NA
RNF207	NA	NA	NA	NA	NA
RNF213	NA	NA	NA	NA	NA
RNF215	NA	NA	NA	NA	NA
RNF216	NA	NA	NA	NA	NA
RNF216-IT1	NA	NA	NA	NA	NA
RNF217	NA	NA	NA	NA	NA
RNF219	NA	NA	NA	NA	NA
RNF219-AS1	NA	NA	NA	NA	NA
RNF220	NA	NA	NA	NA	NA
RNF24	NA	NA	NA	NA	NA
RNF26	NA	NA	NA	NA	NA
RNF38	NA	NA	NA	NA	NA
RNF39	NA	NA	NA	NA	NA
RNF4	NA	NA	NA	NA	NA
RNF8	NA	NA	NA	NA	NA
RNFT2	NA	NA	NA	NA	NA
RNGTT	NA	NA	NA	NA	NA
RNLS	NA	NA	NA	NA	NA
RNMT	NA	NA	NA	NA	NA
RNPEPL1	NA	NA	NA	NA	NA
RNU1-96P	NA	NA	NA	NA	NA
RNU4-1	NA	NA	NA	NA	NA
RNU4-17P	NA	NA	NA	NA	NA
RNU4-2	NA	NA	NA	NA	NA
RNU4-35P	NA	NA	NA	NA	NA
RNU4-90P	NA	NA	NA	NA	NA
RNU5E-1	NA	NA	NA	NA	NA
RNU5F-1	NA	NA	NA	NA	NA
RNU6-1032P	NA	NA	NA	NA	NA
RNU6-1088P	NA	NA	NA	NA	NA
RNU6-1145P	NA	NA	NA	NA	NA
RNU6-1217P	NA	NA	NA	NA	NA
RNU6-192P	NA	NA	NA	NA	NA
RNU6-205P	NA	NA	NA	NA	NA
RNU6-31P	NA	NA	NA	NA	NA
RNU6-34P	NA	NA	NA	NA	NA
RNU6-372P	NA	NA	NA	NA	NA
RNU6-384P	NA	NA	NA	NA	NA
RNU6-450P	NA	NA	NA	NA	NA
RNU6-45P	NA	NA	NA	NA	NA
RNU6-510P	NA	NA	NA	NA	NA
RNU6-52P	NA	NA	NA	NA	NA
RNU6-53P	NA	NA	NA	NA	NA
RNU6-634P	NA	NA	NA	NA	NA
RNU6-66P	NA	NA	NA	NA	NA
RNU6-718P	NA	NA	NA	NA	NA
RNU6-758P	NA	NA	NA	NA	NA
RNU6-782P	NA	NA	NA	NA	NA
RNU6-78P	NA	NA	NA	NA	NA
RNU6-872P	NA	NA	NA	NA	NA
RNU6-939P	NA	NA	NA	NA	NA
RNU6ATAC	NA	NA	NA	NA	NA
RNU7-160P	NA	NA	NA	NA	NA
RNU7-2P	NA	NA	NA	NA	NA
RNY1P8	NA	NA	NA	NA	NA
RNY4P9	NA	NA	NA	NA	NA
ROBO1	NA	NA	NA	NA	NA
ROBO2	NA	NA	NA	NA	NA
ROBO4	NA	NA	NA	NA	NA
ROCK1	NA	NA	NA	NA	NA
ROCK2	NA	NA	NA	NA	NA
ROPN1B	NA	NA	NA	NA	NA
ROPN1L	NA	NA	NA	NA	NA
ROPN1L-AS1	NA	NA	NA	NA	NA
ROR1	NA	NA	NA	NA	NA
ROR2	NA	NA	NA	NA	NA
RORA	NA	NA	NA	NA	NA
RORB	NA	NA	NA	NA	NA
RP1	NA	NA	NA	NA	NA
RP1-140A9.1	NA	NA	NA	NA	NA
RP1-144C9.2	NA	NA	NA	NA	NA
RP1-158P9.1	NA	NA	NA	NA	NA
RP1-159A19.4	NA	NA	NA	NA	NA
RP1-166H1.2	NA	NA	NA	NA	NA
RP1-170O19.14	NA	NA	NA	NA	NA
RP1-178F10.1	NA	NA	NA	NA	NA
RP1-178F10.3	NA	NA	NA	NA	NA
RP1-186E20.1	NA	NA	NA	NA	NA
RP1-212P9.2	NA	NA	NA	NA	NA
RP1-213J1P__B.1	NA	NA	NA	NA	NA
RP1-239B22.5	NA	NA	NA	NA	NA
RP1-278O22.2	NA	NA	NA	NA	NA
RP1-28O17.1	NA	NA	NA	NA	NA
RP1-302G2.5	NA	NA	NA	NA	NA
RP1-62O9.3	NA	NA	NA	NA	NA
RP1-74B13.2	NA	NA	NA	NA	NA
RP1-86C11.7	NA	NA	NA	NA	NA
RP1-90L14.1	NA	NA	NA	NA	NA
RP1-92O14.3	NA	NA	NA	NA	NA
RP11-1029M24.1	NA	NA	NA	NA	NA
RP11-1038A11.3	NA	NA	NA	NA	NA
RP11-103J8.1	NA	NA	NA	NA	NA
RP11-103J8.2	NA	NA	NA	NA	NA
RP11-1055B8.3	NA	NA	NA	NA	NA
RP11-1055B8.4	NA	NA	NA	NA	NA
RP11-1055B8.6	NA	NA	NA	NA	NA
RP11-1055B8.7	NA	NA	NA	NA	NA
RP11-1072C15.2	NA	NA	NA	NA	NA
RP11-1072C15.3	NA	NA	NA	NA	NA
RP11-1072C15.7	NA	NA	NA	NA	NA
RP11-1074O12.1	NA	NA	NA	NA	NA
RP11-1079K10.2	NA	NA	NA	NA	NA
RP11-1079K10.3	NA	NA	NA	NA	NA
RP11-107F6.3	NA	NA	NA	NA	NA
RP11-107P7.1	NA	NA	NA	NA	NA
RP11-107P7.2	NA	NA	NA	NA	NA
RP11-107P7.4	NA	NA	NA	NA	NA
RP11-107P7.5	NA	NA	NA	NA	NA
RP11-107P7.6	NA	NA	NA	NA	NA
RP11-108O10.2	NA	NA	NA	NA	NA
RP11-109P14.2	NA	NA	NA	NA	NA
RP11-110L15.1	NA	NA	NA	NA	NA
RP11-111A21.1	NA	NA	NA	NA	NA
RP11-111M22.2	NA	NA	NA	NA	NA
RP11-111M22.3	NA	NA	NA	NA	NA
RP11-112H10.4	NA	NA	NA	NA	NA
RP11-121M22.1	NA	NA	NA	NA	NA
RP11-122C21.1	NA	NA	NA	NA	NA
RP11-125B21.2	NA	NA	NA	NA	NA
RP11-125M16.1	NA	NA	NA	NA	NA
RP11-127H5.1	NA	NA	NA	NA	NA
RP11-129K12.1	NA	NA	NA	NA	NA
RP11-130L8.1	NA	NA	NA	NA	NA
RP11-131J4.12	NA	NA	NA	NA	NA
RP11-136O12.2	NA	NA	NA	NA	NA
RP11-137H2.6	NA	NA	NA	NA	NA
RP11-139G7.1	NA	NA	NA	NA	NA
RP11-145M9.2	NA	NA	NA	NA	NA
RP11-158M2.4	NA	NA	NA	NA	NA
RP11-15B24.5	NA	NA	NA	NA	NA
RP11-163O19.1	NA	NA	NA	NA	NA
RP11-163O19.11	NA	NA	NA	NA	NA
RP11-163O19.3	NA	NA	NA	NA	NA
RP11-166N17.1	NA	NA	NA	NA	NA
RP11-171N4.4	NA	NA	NA	NA	NA
RP11-173D14.3	NA	NA	NA	NA	NA
RP11-178G16.4	NA	NA	NA	NA	NA
RP11-178G16.5	NA	NA	NA	NA	NA
RP11-180C16.1	NA	NA	NA	NA	NA
RP11-181G12.4	NA	NA	NA	NA	NA
RP11-192H23.4	NA	NA	NA	NA	NA
RP11-200A1.1	NA	NA	NA	NA	NA
RP11-20D14.4	NA	NA	NA	NA	NA
RP11-213H15.1	NA	NA	NA	NA	NA
RP11-216B9.6	NA	NA	NA	NA	NA
RP11-21L23.2	NA	NA	NA	NA	NA
RP11-21L23.4	NA	NA	NA	NA	NA
RP11-227D13.1	NA	NA	NA	NA	NA
RP11-227G15.6	NA	NA	NA	NA	NA
RP11-227G15.8	NA	NA	NA	NA	NA
RP11-227G15.9	NA	NA	NA	NA	NA
RP11-227P3.1	NA	NA	NA	NA	NA
RP11-22P4.1	NA	NA	NA	NA	NA
RP11-23D24.2	NA	NA	NA	NA	NA
RP11-23P13.4	NA	NA	NA	NA	NA
RP11-241I20.1	NA	NA	NA	NA	NA
RP11-242O24.3	NA	NA	NA	NA	NA
RP11-247A12.2	NA	NA	NA	NA	NA
RP11-247A12.7	NA	NA	NA	NA	NA
RP11-256I9.2	NA	NA	NA	NA	NA
RP11-256I9.3	NA	NA	NA	NA	NA
RP11-258B16.1	NA	NA	NA	NA	NA
RP11-259G18.2	NA	NA	NA	NA	NA
RP11-259G18.3	NA	NA	NA	NA	NA
RP11-259K5.1	NA	NA	NA	NA	NA
RP11-273G15.2	NA	NA	NA	NA	NA
RP11-27I1.6	NA	NA	NA	NA	NA
RP11-282O18.3	NA	NA	NA	NA	NA
RP11-282O18.6	NA	NA	NA	NA	NA
RP11-283G6.4	NA	NA	NA	NA	NA
RP11-283G6.5	NA	NA	NA	NA	NA
RP11-283I3.6	NA	NA	NA	NA	NA
RP11-284M14.1	NA	NA	NA	NA	NA
RP11-285G1.2	NA	NA	NA	NA	NA
RP11-288G3.4	NA	NA	NA	NA	NA
RP11-296A18.3	NA	NA	NA	NA	NA
RP11-302M6.4	NA	NA	NA	NA	NA
RP11-314O13.1	NA	NA	NA	NA	NA
RP11-315D16.2	NA	NA	NA	NA	NA
RP11-31F15.2	NA	NA	NA	NA	NA
RP11-321F6.1	NA	NA	NA	NA	NA
RP11-328D5.1	NA	NA	NA	NA	NA
RP11-32D16.1	NA	NA	NA	NA	NA
RP11-332H18.4	NA	NA	NA	NA	NA
RP11-332H18.5	NA	NA	NA	NA	NA
RP11-339B21.8	NA	NA	NA	NA	NA
RP11-33B1.1	NA	NA	NA	NA	NA
RP11-33B1.2	NA	NA	NA	NA	NA
RP11-33B1.4	NA	NA	NA	NA	NA
RP11-344J7.2	NA	NA	NA	NA	NA
RP11-344N10.5	NA	NA	NA	NA	NA
RP11-345K20.2	NA	NA	NA	NA	NA
RP11-346C20.3	NA	NA	NA	NA	NA
RP11-347H15.2	NA	NA	NA	NA	NA
RP11-34N19.1	NA	NA	NA	NA	NA
RP11-350N15.5	NA	NA	NA	NA	NA
RP11-351I24.1	NA	NA	NA	NA	NA
RP11-351O1.3	NA	NA	NA	NA	NA
RP11-354A14.1	NA	NA	NA	NA	NA
RP11-355B11.1	NA	NA	NA	NA	NA
RP11-355B11.2	NA	NA	NA	NA	NA
RP11-355O1.11	NA	NA	NA	NA	NA
RP11-359B20.5	NA	NA	NA	NA	NA
RP11-359M6.1	NA	NA	NA	NA	NA
RP11-359M6.3	NA	NA	NA	NA	NA
RP11-361F15.2	NA	NA	NA	NA	NA
RP11-363D14.1	NA	NA	NA	NA	NA
RP11-366O20.5	NA	NA	NA	NA	NA
RP11-370I10.2	NA	NA	NA	NA	NA
RP11-370I10.4	NA	NA	NA	NA	NA
RP11-370I10.6	NA	NA	NA	NA	NA
RP11-372E1.4	NA	NA	NA	NA	NA
RP11-373D23.3	NA	NA	NA	NA	NA
RP11-373N22.3	NA	NA	NA	NA	NA
RP11-379F4.4	NA	NA	NA	NA	NA
RP11-379F4.6	NA	NA	NA	NA	NA
RP11-380D11.2	NA	NA	NA	NA	NA
RP11-382A20.4	NA	NA	NA	NA	NA
RP11-382A20.5	NA	NA	NA	NA	NA
RP11-382A20.6	NA	NA	NA	NA	NA
RP11-382A20.7	NA	NA	NA	NA	NA
RP11-389O22.1	NA	NA	NA	NA	NA
RP11-397A16.1	NA	NA	NA	NA	NA
RP11-397A16.3	NA	NA	NA	NA	NA
RP11-400F19.8	NA	NA	NA	NA	NA
RP11-405A12.2	NA	NA	NA	NA	NA
RP11-407N17.3	NA	NA	NA	NA	NA
RP11-414H23.3	NA	NA	NA	NA	NA
RP11-417E7.2	NA	NA	NA	NA	NA
RP11-420K14.3	NA	NA	NA	NA	NA
RP11-432I5.2	NA	NA	NA	NA	NA
RP11-434I12.2	NA	NA	NA	NA	NA
RP11-436D10.3	NA	NA	NA	NA	NA
RP11-438C19.1	NA	NA	NA	NA	NA
RP11-438C19.2	NA	NA	NA	NA	NA
RP11-439C8.2	NA	NA	NA	NA	NA
RP11-443K8.2	NA	NA	NA	NA	NA
RP11-444A22.1	NA	NA	NA	NA	NA
RP11-444K7.8	NA	NA	NA	NA	NA
RP11-448G15.3	NA	NA	NA	NA	NA
RP11-453O22.1	NA	NA	NA	NA	NA
RP11-454H13.1	NA	NA	NA	NA	NA
RP11-455F5.3	NA	NA	NA	NA	NA
RP11-459C13.1	NA	NA	NA	NA	NA
RP11-464F9.20	NA	NA	NA	NA	NA
RP11-464F9.21	NA	NA	NA	NA	NA
RP11-464F9.22	NA	NA	NA	NA	NA
RP11-469L4.1	NA	NA	NA	NA	NA
RP11-470E16.1	NA	NA	NA	NA	NA
RP11-480G3.1	NA	NA	NA	NA	NA
RP11-491H19.1	NA	NA	NA	NA	NA
RP11-492A10.1	NA	NA	NA	NA	NA
RP11-510D21.1	NA	NA	NA	NA	NA
RP11-510D21.2	NA	NA	NA	NA	NA
RP11-513G19.1	NA	NA	NA	NA	NA
RP11-513I15.6	NA	NA	NA	NA	NA
RP11-514A9.1	NA	NA	NA	NA	NA
RP11-515C16.7	NA	NA	NA	NA	NA
RP11-530C5.1	NA	NA	NA	NA	NA
RP11-541N10.3	NA	NA	NA	NA	NA
RP11-542A14.1	NA	NA	NA	NA	NA
RP11-554D13.1	NA	NA	NA	NA	NA
RP11-556I14.1	NA	NA	NA	NA	NA
RP11-556I14.2	NA	NA	NA	NA	NA
RP11-56P9.10	NA	NA	NA	NA	NA
RP11-56P9.11	NA	NA	NA	NA	NA
RP11-56P9.4	NA	NA	NA	NA	NA
RP11-56P9.5	NA	NA	NA	NA	NA
RP11-56P9.8	NA	NA	NA	NA	NA
RP11-573J24.1	NA	NA	NA	NA	NA
RP11-574H6.1	NA	NA	NA	NA	NA
RP11-574M7.1	NA	NA	NA	NA	NA
RP11-574M7.2	NA	NA	NA	NA	NA
RP11-57G10.8	NA	NA	NA	NA	NA
RP11-582E3.2	NA	NA	NA	NA	NA
RP11-582E3.5	NA	NA	NA	NA	NA
RP11-588K22.2	NA	NA	NA	NA	NA
RP11-599B13.6	NA	NA	NA	NA	NA
RP11-599B13.8	NA	NA	NA	NA	NA
RP11-5P18.3	NA	NA	NA	NA	NA
RP11-600F24.7	NA	NA	NA	NA	NA
RP11-60A8.2	NA	NA	NA	NA	NA
RP11-612B6.1	NA	NA	NA	NA	NA
RP11-616M22.7	NA	NA	NA	NA	NA
RP11-61G23.1	NA	NA	NA	NA	NA
RP11-61N20.3	NA	NA	NA	NA	NA
RP11-61O1.1	NA	NA	NA	NA	NA
RP11-626A1.1	NA	NA	NA	NA	NA
RP11-626H12.1	NA	NA	NA	NA	NA
RP11-62C3.6	NA	NA	NA	NA	NA
RP11-630I5.1	NA	NA	NA	NA	NA
RP11-638I2.4	NA	NA	NA	NA	NA
RP11-655C2.3	NA	NA	NA	NA	NA
RP11-65J21.4	NA	NA	NA	NA	NA
RP11-664H17.1	NA	NA	NA	NA	NA
RP11-674C21.9	NA	NA	NA	NA	NA
RP11-694I15.7	NA	NA	NA	NA	NA
RP11-69E11.4	NA	NA	NA	NA	NA
RP11-6N17.1	NA	NA	NA	NA	NA
RP11-6N17.2	NA	NA	NA	NA	NA
RP11-707M1.1	NA	NA	NA	NA	NA
RP11-707M1.7	NA	NA	NA	NA	NA
RP11-714L20.1	NA	NA	NA	NA	NA
RP11-717D12.1	NA	NA	NA	NA	NA
RP11-722P11.4	NA	NA	NA	NA	NA
RP11-724N1.1	NA	NA	NA	NA	NA
RP11-72M10.4	NA	NA	NA	NA	NA
RP11-734C14.2	NA	NA	NA	NA	NA
RP11-734K21.4	NA	NA	NA	NA	NA
RP11-738O11.9	NA	NA	NA	NA	NA
RP11-750H9.5	NA	NA	NA	NA	NA
RP11-752L20.1	NA	NA	NA	NA	NA
RP11-758M4.1	NA	NA	NA	NA	NA
RP11-758M4.4	NA	NA	NA	NA	NA
RP11-775B15.2	NA	NA	NA	NA	NA
RP11-778J16.3	NA	NA	NA	NA	NA
RP11-779O18.1	NA	NA	NA	NA	NA
RP11-779O18.2	NA	NA	NA	NA	NA
RP11-779O18.3	NA	NA	NA	NA	NA
RP11-77K12.1	NA	NA	NA	NA	NA
RP11-788M5.3	NA	NA	NA	NA	NA
RP11-793I11.1	NA	NA	NA	NA	NA
RP11-795H16.3	NA	NA	NA	NA	NA
RP11-79J24.1	NA	NA	NA	NA	NA
RP11-79M21.3	NA	NA	NA	NA	NA
RP11-7F17.4	NA	NA	NA	NA	NA
RP11-7F17.5	NA	NA	NA	NA	NA
RP11-800A3.7	NA	NA	NA	NA	NA
RP11-805L22.1	NA	NA	NA	NA	NA
RP11-805L22.2	NA	NA	NA	NA	NA
RP11-805L22.3	NA	NA	NA	NA	NA
RP11-81K2.1	NA	NA	NA	NA	NA
RP11-82K18.2	NA	NA	NA	NA	NA
RP11-83C7.1	NA	NA	NA	NA	NA
RP11-890B15.2	NA	NA	NA	NA	NA
RP11-890B15.3	NA	NA	NA	NA	NA
RP11-89M16.1	NA	NA	NA	NA	NA
RP11-90P5.2	NA	NA	NA	NA	NA
RP11-95P13.2	NA	NA	NA	NA	NA
RP11-95P2.1	NA	NA	NA	NA	NA
RP11-973H7.5	NA	NA	NA	NA	NA
RP11-981P6.1	NA	NA	NA	NA	NA
RP11-99J16__A.2	NA	NA	NA	NA	NA
RP13-487K5.1	NA	NA	NA	NA	NA
RP3-323P13.2	NA	NA	NA	NA	NA
RP3-332B22.1	NA	NA	NA	NA	NA
RP3-473L9.4	NA	NA	NA	NA	NA
RP3-512B11.3	NA	NA	NA	NA	NA
RP3-522D1.2	NA	NA	NA	NA	NA
RP3-522J7.6	NA	NA	NA	NA	NA
RP4-584D14.5	NA	NA	NA	NA	NA
RP4-605O3.4	NA	NA	NA	NA	NA
RP4-655J12.4	NA	NA	NA	NA	NA
RP4-710M3.1	NA	NA	NA	NA	NA
RP4-712E4.1	NA	NA	NA	NA	NA
RP4-712E4.2	NA	NA	NA	NA	NA
RP4-758J18.2	NA	NA	NA	NA	NA
RP5-837J1.2	NA	NA	NA	NA	NA
RP5-850O15.4	NA	NA	NA	NA	NA
RP5-884M6.1	NA	NA	NA	NA	NA
